編號,案類,發生日期,發生時段,發生地點
1,自行車竊盜,1040101,16~18,臺北市大安區住安里四維路124巷1~30號
2,自行車竊盜,1040104,08~10,臺北市大安區敦煌里仁愛路4段266巷1~30號
3,自行車竊盜,1040106,14~16,臺北市萬華區國興路1~30號
4,自行車竊盜,1040108,08~10,臺北市北投區清江里三合街2段481~510號
5,自行車竊盜,1040108,16~18,臺北市松山區延壽街391~420號
6,自行車竊盜,1040109,06~08,臺北市南港區三重里南港路1段(南港展覽館5號
7,自行車竊盜,1040109,14~16,臺北市北投區大同里光明路1~30號
8,自行車竊盜,1040109,14~16,臺北市內湖區金湖里康寧路3段31~60號
9,自行車竊盜,1040110,04~06,臺北市內湖區康寧路3段31~60號
10,自行車竊盜,1040110,12~14,臺北市松山區三民路121~150號
11,自行車竊盜,1040110,16~18,臺北市萬華區西昌街29巷1~30號
12,自行車竊盜,1040111,06~08,臺北市南港區東明里東明街61~90號
13,自行車竊盜,1040111,06~08,臺北市南港區東明里東明街61~90號
14,自行車竊盜,1040111,06~08,臺北市南港區東明里東明街61~90號
15,自行車竊盜,1040111,06~08,臺北市南港區東明里東明街61~90號
16,自行車竊盜,1040111,06~08,臺北市南港區東明里東明街61~90號
17,自行車竊盜,1040111,08~10,臺北市萬華區萬大路387巷1~30號
18,自行車竊盜,1040111,14~16,臺北市北投區大同里光明路1~30號
19,自行車竊盜,1040113,10~12,臺北市中正區忠孝東路1段31~60號
20,自行車竊盜,1040115,06~08,臺北市信義區中行里福德街221巷4弄1~30號
21,自行車竊盜,1040116,06~08,臺北市松山區撫遠街361~390號
22,自行車竊盜,1040117,16~18,臺北市大安區仁慈里仁愛路4段1~30號
23,自行車竊盜,1040118,08~10,臺北市萬華區西園路2段91~120號
24,自行車竊盜,1040119,08~10,臺北市信義區大道里忠孝東路5段781~810號
25,自行車竊盜,1040120,10~12,臺北市信義區西村里松壽路1~30號
26,自行車竊盜,1040121,10~12,臺北市內湖區南湖里東湖捷運站
27,自行車竊盜,1040121,12~14,臺北市內湖區港墘里內湖路1段661~690號
28,自行車竊盜,1040122,00~02,臺北市北投區一德里中央北路4段577巷27弄1~30號
29,自行車竊盜,1040123,18~20,臺北市南港區東明里南港路2段1~30號
30,自行車竊盜,1040123,18~20,臺北市南港區東明里南港路2段(與興華路口萊爾富超商前)
31,自行車竊盜,1040123,20~22,臺北市北投區石牌里自強街91~120號
32,自行車竊盜,1040123,20~22,臺北市北投區東華里東華街2段301~330號
33,自行車竊盜,1040123,22~24,臺北市松山區三民路62巷1~30號
34,自行車竊盜,1040124,22~24,臺北市中正區黎明里市民大道1段(台北捷運M1出口處)
35,自行車竊盜,1040125,10~12,臺北市中正區東門里愛國東路(上(靠國家戲劇院人行道自行車停車格))
36,自行車竊盜,1040125,12~14,臺北市南港區鴻福里成福路31~60號
37,自行車竊盜,1040125,14~16,臺北市萬華區西園路2段211~240號
38,自行車竊盜,1040126,10~12,臺北市信義區忠孝東路5段(市府捷運站4號
39,自行車竊盜,1040126,14~16,臺北市萬華區寶興街121~150號
40,自行車竊盜,1040127,16~18,臺北市北投區桃源里中央北路3段53巷1~30號
41,自行車竊盜,1040128,04~06,臺北市文山區興邦里興隆路2段181~210號
42,自行車竊盜,1040128,14~16,臺北市大安區信義路敦化南路口
43,自行車竊盜,1040129,16~18,臺北市大安區敦煌里安和路1段61~90號
44,自行車竊盜,1040130,10~12,臺北市萬華區西園路2段241~270號
45,自行車竊盜,1040130,18~20,臺北市北投區一德里大度路3段296巷31~60號
46,自行車竊盜,1040131,16~18,臺北市中山區松江路361~390號
47,自行車竊盜,1040201,18~20,臺北市松山區慶城街1~30號
48,自行車竊盜,1040204,20~22,臺北市大同區星明里寧夏路1~30號
49,自行車竊盜,1040205,06~08,臺北市北投區關渡里關渡路91~120號
50,自行車竊盜,1040205,18~20,臺北市北投區榮光里致遠一路2段31~60號
51,自行車竊盜,1040205,20~22,臺北市信義區長春里虎林街82巷31~60號
52,自行車竊盜,1040207,12~14,臺北市士林區中山北路5段61~90號
53,自行車竊盜,1040210,12~14,臺北市信義區安康里信義路5段(象山捷運站1號
54,自行車竊盜,1040212,08~10,臺北市文山區景慶里景福街223巷(口)
55,自行車竊盜,1040215,10~12,臺北市北投區開明里中和街241~270號
56,自行車竊盜,1040215,12~14,臺北市松山區南京東路5段211~240號
57,自行車竊盜,1040216,18~20,臺北市大安區敦煌里仁愛路4段266巷
58,自行車竊盜,1040217,02~04,臺北市文山區興得里興隆路3段211~240號
59,自行車竊盜,1040217,10~12,臺北市大安區古莊里羅斯福路3段91~120號
60,自行車竊盜,1040218,08~10,臺北市內湖區瑞光里瑞光路112巷58弄
61,自行車竊盜,1040218,22~24,臺北市萬華區西門站
62,自行車竊盜,1040219,10~12,臺北市信義區安康里虎林街164巷58弄1~30號
63,自行車竊盜,1040220,20~22,臺北市北投區榮光里石牌路1段181~210號
64,自行車竊盜,1040222,14~16,臺北市中山區圓山捷運站2號
65,自行車竊盜,1040222,14~16,臺北市大安區辛亥路1段61~90號
66,自行車竊盜,1040225,04~06,臺北市大安區黎孝里和平東路3段301~330號
67,自行車竊盜,1040225,10~12,臺北市信義區基隆路2段31~60號
68,自行車竊盜,1040226,00~02,臺北市文山區樟腳里木新路3段95巷31~60號
69,自行車竊盜,1040228,18~20,臺北市南港區新富里忠孝東路7段631~660號
70,自行車竊盜,1040301,00~02,臺北市大安區光信里5鄰光復南路421~450號
71,自行車竊盜,1040306,10~12,臺北市文山區景華里三福街1~30號
72,自行車竊盜,1040306,14~16,臺北市中山區錦州街331~360號
73,自行車竊盜,1040307,12~14,臺北市松山區南京東路3段331~360號
74,自行車竊盜,1040308,08~10,臺北市大安區法治里通化街181~210號
75,自行車竊盜,1040308,22~24,臺北市南港區東明里(家樂福前之機車停車格)
76,自行車竊盜,1040314,14~16,臺北市南港區合成里忠孝東路6段451~480號
77,自行車竊盜,1040315,06~08,臺北市大安區古莊里羅斯福路2段101巷1~30號
78,自行車竊盜,1040315,08~10,臺北市大安區和平東路1段151~180號
79,自行車竊盜,1040316,20~22,臺北市大安區學府里羅斯福路4段1~30號
80,自行車竊盜,1040317,12~14,臺北市大安區華聲里市民大路4段211~240號
81,自行車竊盜,1040318,06~08,臺北市北投區清江里三合街2段481~510號
82,自行車竊盜,1040318,10~12,臺北市松山區松河街91~120號
83,自行車竊盜,1040318,16~18,臺北市大安區福住里新生南路2段31~60號
84,自行車竊盜,1040319,06~08,臺北市南港區新富里研究院路1段31~60號
85,自行車竊盜,1040319,12~14,臺北市士林區中山北路5段61~90號
86,自行車竊盜,1040320,12~14,臺北市信義區忠孝東路5段421~450號
87,自行車竊盜,1040321,12~14,臺北市大安區黎和里和平東路3段391~420號
88,自行車竊盜,1040322,18~20,臺北市大安區古莊里羅斯福路2段101巷31~60號
89,自行車竊盜,1040323,10~12,臺北市大安區敦安里敦化南路1段295巷31~60號
90,自行車竊盜,1040327,14~16,臺北市中正區建國里博愛路121~150號
91,自行車竊盜,1040329,10~12,臺北市中正區水源里羅斯福路4段52巷16弄(口)
92,自行車竊盜,1040329,14~16,臺北市中正區文盛里汀州路3段151~180號
93,自行車竊盜,1040329,16~18,臺北市南港區東新里興南街64巷4弄1~30號
94,自行車竊盜,1040331,10~12,臺北市萬華區艋舺大道181~210號
95,自行車竊盜,1040402,08~10,臺北市大安區古莊里浦城街6巷1~30號
96,自行車竊盜,1040405,18~20,臺北市中山區敬業三路121~150號
97,自行車竊盜,1040405,22~24,臺北市大同區南芳里延平北路2段241~270號
98,自行車竊盜,1040405,22~24,臺北市內湖區湖元里舊宗路2段(內湖運動公園)
99,自行車竊盜,1040407,08~10,臺北市大安區龍泉里師大路1~30號
100,自行車竊盜,1040408,00~02,臺北市大安區敦安里8鄰安和路1段78巷1~30號
101,自行車竊盜,1040409,20~22,臺北市北投區榮光里石牌路1段181~210號
102,自行車竊盜,1040410,04~06,臺北市文山區萬祥里興隆路1段102巷1~30號
103,自行車竊盜,1040410,08~10,臺北市大同區鄰江里酒泉街228巷
104,自行車竊盜,1040412,02~04,臺北市大安區昌隆里忠孝東路3段217巷5弄1~30號
105,自行車竊盜,1040412,10~12,臺北市文山區興邦里興隆路2段241~270號
106,自行車竊盜,1040414,10~12,臺北市北投區福興里自強街5巷31~60號
107,自行車竊盜,1040415,06~08,臺北市大同區建泰里南京西路91~120號
108,自行車竊盜,1040415,08~10,臺北市萬華區東園街28巷1~30號
109,自行車竊盜,1040415,10~12,臺北市大安區福住里永康街31~60號
110,自行車竊盜,1040415,14~16,臺北市中山區農安街227巷31~60號
111,自行車竊盜,1040417,10~12,臺北市士林區福德里福德路1~30號
112,自行車竊盜,1040420,00~02,臺北市文山區興業里興隆路2段220巷31~60號
113,自行車竊盜,1040421,10~12,臺北市大安區基隆路3段156巷(台大校園自行車停車場)
114,自行車竊盜,1040421,16~18,臺北市文山區景東里景華街104巷(口)
115,自行車竊盜,1040426,04~06,臺北市大同區雙連里重慶北路(歸綏街)
116,自行車竊盜,1040427,14~16,臺北市大安區龍門里建國南路2段241~270號
117,自行車竊盜,1040427,14~16,臺北市南港區聯成里忠孝東路6段301~330號
118,自行車竊盜,1040428,10~12,臺北市信義區永吉路331~360號
119,自行車竊盜,1040501,02~04,臺北市大安區德安里四維路76巷
120,自行車竊盜,1040501,16~18,臺北市大安區福住里新生南路2段31~60號
121,自行車竊盜,1040501,16~18,臺北市大同區北門站
122,自行車竊盜,1040501,22~24,臺北市信義區六合里信義路5段150巷271~300號
123,自行車竊盜,1040503,12~14,臺北市松山區撫遠街391~420號
124,自行車竊盜,1040503,16~18,臺北市中正區新營里捷運古亭站七號
125,自行車竊盜,1040503,20~22,臺北市中正區黎明里市民大道
126,自行車竊盜,1040507,18~20,臺北市文山區樟文里忠順街1段1~30號
127,自行車竊盜,1040507,22~24,臺北市文山區樟樹里木新路3段151~180號
128,自行車竊盜,1040509,14~16,臺北市士林區蘭雅里德行東路109巷61~90號
129,自行車竊盜,1040509,20~22,臺北市中正區臺大醫院捷運站2號
130,自行車竊盜,1040510,12~14,臺北市士林區義信里中山北路5段61~90號
131,自行車竊盜,1040510,14~16,臺北市信義區松友里信義路6段72巷2弄31~60號
132,自行車竊盜,1040510,22~24,臺北市萬華區青年路106巷1~30號
133,自行車竊盜,1040511,06~08,臺北市文山區興邦里興隆路2段181~210號
134,自行車竊盜,1040513,12~14,臺北市萬華區貴陽街151~180號
135,自行車竊盜,1040516,22~24,臺北市大安區龍門里新生南路2段1~30號
136,自行車竊盜,1040517,16~18,臺北市中正區文祥里金山南路1段101巷1~30號
137,自行車竊盜,1040517,16~18,臺北市大同區大龍街1~30號
138,自行車竊盜,1040518,16~18,臺北市信義區安康里松德路(興雅國中校門口左側)
139,自行車竊盜,1040519,18~20,臺北市士林區義信里中山北路5段61~90號
140,自行車竊盜,1040520,08~10,臺北市大安區龍圖里信義路3段181~210號
141,自行車竊盜,1040521,12~14,臺北市中正區中正紀念堂
142,自行車竊盜,1040526,08~10,臺北市中山區撫順公園
143,自行車竊盜,1040527,16~18,臺北市內湖區港墘里內湖路1段629巷31~60號
144,自行車竊盜,1040528,14~16,臺北市士林區中山北路5段61~90號
145,自行車竊盜,1040529,00~02,臺北市中正區黎明里武昌街一段1~30號
146,自行車竊盜,1040529,04~06,臺北市文山區萬興里指南路2段1~30號
147,自行車竊盜,1040529,06~08,臺北市文山區木柵里木柵路3段85巷14弄1~30號
148,自行車竊盜,1040530,10~12,臺北市松山區民生東路5段36巷6弄1~30號
149,自行車竊盜,1040530,16~18,臺北市北投區吉利里致遠二路61~90號
150,自行車竊盜,1040601,00~02,臺北市大同區建泰里南京西路18巷1~30號
151,自行車竊盜,1040601,04~06,臺北市大安區芳和里樂業街94巷1~30號
152,自行車竊盜,1040602,14~16,臺北市北投區泉源里東昇路91~120號
153,自行車竊盜,1040603,10~12,臺北市大安區學府里16鄰羅斯福路4段1~30號
154,自行車竊盜,1040604,06~08,臺北市北投區立農里立農街1段279巷2弄1~30號
155,自行車竊盜,1040604,14~16,臺北市信義區廣居里忠孝東路5段451~480號
156,自行車竊盜,1040604,22~24,臺北市中正區幸福里忠孝東路1段84巷
157,自行車竊盜,1040605,04~06,臺北市大安區光明里杭州南路2段9巷1~30號
158,自行車竊盜,1040606,02~04,臺北市大安區錦安里7鄰金山南路2段185巷1~30號
159,自行車竊盜,1040607,12~14,臺北市北投區關渡里知行路301~330號
160,自行車竊盜,1040609,00~02,臺北市士林區社園里延平北路6段151~180號
161,自行車竊盜,1040609,06~08,臺北市內湖區康樂街136巷29弄31~60號
162,自行車竊盜,1040609,16~18,臺北市信義區松智路(與松廉路口)
163,自行車竊盜,1040609,20~22,臺北市文山區明義里木柵路2段61~90號
164,自行車竊盜,1040610,02~04,臺北市北投區福興里自強街31巷31~60號
165,自行車竊盜,1040610,02~04,臺北市北投區福興里自強街31巷31~60號
166,自行車竊盜,1040613,00~02,臺北市南港區九如里研究院路2段211~240號
167,自行車竊盜,1040613,04~06,臺北市松山區南京東路5段291巷47弄
168,自行車竊盜,1040613,12~14,臺北市中山區新生北路3段31~60號
169,自行車竊盜,1040613,12~14,臺北市中山區新生北路3段31~60號
170,自行車竊盜,1040613,14~16,臺北市北投區榮華里東華街1段48巷1~30號
171,自行車竊盜,1040613,16~18,臺北市中正區東門里信義路1段1~30號
172,自行車竊盜,1040614,00~02,臺北市文山區景東里景華街82巷1~30號
173,自行車竊盜,1040615,16~18,臺北市大安區敦安里6鄰仁愛路4段121~150號
174,自行車竊盜,1040616,22~24,臺北市大安區龍泉里師大路1~30號
175,自行車竊盜,1040619,04~06,臺北市內湖區民權東路6段296巷31~60號
176,自行車竊盜,1040619,04~06,臺北市中山區松江路301~330號
177,自行車竊盜,1040622,08~10,臺北市南港區合成里忠孝東路6段1~30號
178,自行車竊盜,1040623,04~06,臺北市大同區環河北路2段1~30號
179,自行車竊盜,1040623,08~10,臺北市南港區昆陽捷運站腳踏車停車場
180,自行車竊盜,1040623,08~10,臺北市大安區和平東路3段181~210號
181,自行車竊盜,1040623,08~10,臺北市南港區合成里(昆陽捷運站旁停車場)
182,自行車竊盜,1040625,06~08,臺北市信義區興雅里永吉路30巷121~150號
183,自行車竊盜,1040625,14~16,臺北市信義區興雅里松高路1~30號
184,自行車竊盜,1040629,20~22,臺北市北投區吉利里西安街1段(石牌國中側門旁人行道~竊腳踏車)
185,自行車竊盜,1040630,14~16,臺北市大同區玉泉里鄭州路121~150號
186,自行車竊盜,1040701,00~02,臺北市中正區文盛里羅斯福路4段1~30號
187,自行車竊盜,1040701,20~22,臺北市松山區南京東路5段(三民路捷運三民南京站)
188,自行車竊盜,1040702,18~20,臺北市中正區三愛里信義路2段241~270號
189,自行車竊盜,1040702,18~20,臺北市文山區樟文里辛亥路7段69巷1~30號
190,自行車竊盜,1040703,20~22,臺北市信義區興雅里忠孝東路5段1~30號
191,自行車竊盜,1040704,14~16,臺北市中山區天祥路1~30號
192,自行車竊盜,1040705,10~12,臺北市大安區學府里羅斯福路4段1~30號
193,自行車竊盜,1040705,16~18,臺北市信義區永春里忠孝東路5段(後山埤捷運站1號
194,自行車竊盜,1040706,14~16,臺北市中山區中山北路2段91~120號
195,自行車竊盜,1040707,12~14,臺北市大安區新龍里建國南路2段121~150號
196,自行車竊盜,1040707,16~18,臺北市萬華區中華路2段504巷1~30號
197,自行車竊盜,1040708,12~14,臺北市文山區萬隆里萬隆街61~90號
198,自行車竊盜,1040710,10~12,臺北市松山區光復北路61~90號
199,自行車竊盜,1040712,14~16,臺北市北投區文林里文林北路241~270號
200,自行車竊盜,1040712,18~20,臺北市北投區文林里文林北路241~270號
201,自行車竊盜,1040713,10~12,臺北市松山區新東街60巷1~30號
202,自行車竊盜,1040714,12~14,臺北市北投區中央里大興街24巷6弄1~30號
203,自行車竊盜,1040714,18~20,臺北市中山區劍南路捷運站自行車停放處
204,自行車竊盜,1040714,22~24,臺北市北投區石牌里自強街120巷15弄(口)
205,自行車竊盜,1040715,16~18,臺北市大同區國慶里民族西路252(大同公園)巷
206,自行車竊盜,1040716,16~18,臺北市文山區興泰里15鄰辛亥路4段130巷
207,自行車竊盜,1040718,18~20,臺北市南港區中南里忠孝東路7段361~390號
208,自行車竊盜,1040720,22~24,臺北市中山區建國南路1段1~30號
209,自行車竊盜,1040722,10~12,臺北市北投區永明里立農街2段331~360號
210,自行車竊盜,1040726,12~14,臺北市中正區新營里羅斯福路1段1~30號
211,自行車竊盜,1040727,08~10,臺北市南港區成福里成福路241~270號
212,自行車竊盜,1040727,20~22,臺北市大安區古莊里浦城街1~30號
213,自行車竊盜,1040728,18~20,臺北市士林區義信里中山北路5段61~90號
214,自行車竊盜,1040801,12~14,臺北市文山區興福里13鄰興隆路2段22巷8弄1~30號
215,自行車竊盜,1040802,10~12,臺北市中山區民族東路181~210號
216,自行車竊盜,1040803,00~02,臺北市信義區長春里虎林街82巷1~30號
217,自行車竊盜,1040803,14~16,臺北市文山區景華里三福街1~30號
218,自行車竊盜,1040804,06~08,臺北市北投區榮光里西安街1段(石牌捷運站2號
219,自行車竊盜,1040805,20~22,臺北市內湖區內湖路1段387巷3弄1~30號
220,自行車竊盜,1040806,02~04,臺北市信義區景勤里吳興街156巷31~60號
221,自行車竊盜,1040806,20~22,臺北市萬華區民和街31~60號
222,自行車竊盜,1040807,18~20,臺北市北投區大同里光明路1~30號
223,自行車竊盜,1040809,20~22,臺北市士林區福德里福德路1~30號
224,自行車竊盜,1040810,12~14,臺北市南港區三重里三重路1~30號
225,自行車竊盜,1040810,14~16,臺北市北投區大同里光明路1~30號
226,自行車竊盜,1040810,20~22,臺北市北投區石牌里明德路91~120號
227,自行車竊盜,1040814,00~02,臺北市南港區三重里(南港展覽館捷運站5號
228,自行車竊盜,1040814,10~12,臺北市信義區永春里中坡北路15巷(口)
229,自行車竊盜,1040815,00~02,臺北市士林區文林路91~120號
230,自行車竊盜,1040815,10~12,臺北市北投區承德路7段(洲美橋下)
231,自行車竊盜,1040816,00~02,臺北市信義區興隆里忠孝東路4段(國館捷運3號
232,自行車竊盜,1040816,12~14,臺北市大安區建倫里忠孝東路4段121~150號
233,自行車竊盜,1040817,20~22,臺北市南港區新光里忠孝東路6段451~480號
234,自行車竊盜,1040817,20~22,臺北市士林區天玉里中山北路7段51巷1~30號
235,自行車竊盜,1040819,14~16,臺北市大安區信義路與敦化路(口)
236,自行車竊盜,1040820,02~04,臺北市中正區黎明里館前路1~30號
237,自行車竊盜,1040821,08~10,臺北市大同區光能里赤峰街41巷1~30號
238,自行車竊盜,1040821,08~10,臺北市大同區光能里赤峰街41巷1~30號
239,自行車竊盜,1040821,14~16,臺北市大安區義安里信義路4段181~210號
240,自行車竊盜,1040823,10~12,臺北市中正區黎明里忠孝西路1段31~60號
241,自行車竊盜,1040824,00~02,臺北市信義區興雅里忠孝東路5段(市府捷運站YOUBIKE自行車停放區)
242,自行車竊盜,1040826,18~20,臺北市大安區芳和里5鄰和平東路3段151~180號
243,自行車竊盜,1040828,18~20,臺北市內湖區康樂街76巷1~30號
244,自行車竊盜,1040830,08~10,臺北市士林區福德里中正路435巷1~30號
245,自行車竊盜,1040830,16~18,臺北市大安區住安里復興南路2段1~30號
246,自行車竊盜,1040830,18~20,臺北市北投區石牌里明德路91~120號
247,自行車竊盜,1040831,10~12,臺北市南港區合成里忠孝東路6段403巷(口)
248,自行車竊盜,1040901,16~18,臺北市士林區承德里基河路1~30號
249,自行車竊盜,1040902,00~02,臺北市大安區古風里雲和街61~90號
250,自行車竊盜,1040903,06~08,臺北市信義區新仁里忠孝東路4段(光復南路口國館4號
251,自行車竊盜,1040904,14~16,臺北市文山區興泰里辛亥路4段(辛亥捷運站自行車停車格)
252,自行車竊盜,1040906,20~22,臺北市大同區玉泉里捷運北門站2號
253,自行車竊盜,1040907,16~18,臺北市北投區光明路1~30號
254,自行車竊盜,1040907,18~20,臺北市大安區學府里辛亥路與羅斯福路口
255,自行車竊盜,1040908,06~08,臺北市士林區舊佳里中正路211~240號
256,自行車竊盜,1040909,16~18,臺北市北投區石牌里西安街1段(明德捷運站旁人行道)
257,自行車竊盜,1040910,06~08,臺北市士林區義信里中山北路5段61~90號
258,自行車竊盜,1040910,12~14,臺北市內湖區民權東路6段136巷31~60號
259,自行車竊盜,1040911,06~08,臺北市士林區德行里福國路61~90號
260,自行車竊盜,1040912,12~14,臺北市士林區義信里中山北路5段61~90號
261,自行車竊盜,1040912,22~24,臺北市大同區老師里延平北路4段181~210號
262,自行車竊盜,1040913,08~10,臺北市中正區黎明里北平西路3段((臺北火車站外東北角行人道))
263,自行車竊盜,1040913,20~22,臺北市中正區黎明里常德街1~30號
264,自行車竊盜,1040914,06~08,臺北市內湖區成功路2段321巷
265,自行車竊盜,1040914,18~20,臺北市大同區華陰街24巷6弄
266,自行車竊盜,1040914,18~20,臺北市中山區華陰街24巷6弄
267,自行車竊盜,1040915,00~02,臺北市松山區民生東路5段137巷口
268,自行車竊盜,1040915,00~02,臺北市大安區瑞安街208巷1~30號
269,自行車竊盜,1040915,02~04,臺北市中正區新營里羅斯福路1段83巷1~30號
270,自行車竊盜,1040915,04~06,臺北市中正區文祥里杭州南路1段101巷1~30號
271,自行車竊盜,1040915,06~08,臺北市中山區建國北路2段91~120號
272,自行車竊盜,1040915,20~22,臺北市中正區幸福里忠孝東路1段58巷(善導寺捷運站3號
273,自行車竊盜,1040915,20~22,臺北市大安區復興南路1段361~390號
274,自行車竊盜,1040917,04~06,臺北市信義區基隆路1段121~150號
275,自行車竊盜,1040917,16~18,臺北市萬華區西寧南路61~90號
276,自行車竊盜,1040918,06~08,臺北市大安區羅斯福路2段15巷
277,自行車竊盜,1040919,18~20,臺北市大同區鄭州路121~150號
278,自行車竊盜,1040919,18~20,臺北市士林區葫東里重慶北路4段220巷1~30號
279,自行車竊盜,1040919,22~24,臺北市中正區建國里(中山南路與愛國西路口)
280,自行車竊盜,1040921,16~18,臺北市文山區萬年里羅斯福路5段170巷(公館街口)
281,自行車竊盜,1040923,08~10,臺北市士林區社園里延平北路6段151~180號
282,自行車竊盜,1040923,16~18,臺北市中正區南門里廣州街8巷(口)
283,自行車竊盜,1040924,06~08,臺北市大同區至聖里承德路3段225巷1~30號
284,自行車竊盜,1040924,08~10,臺北市大同區至聖里承德路3段225巷1~30號
285,自行車竊盜,1040926,22~24,臺北市松山區市民大道6段(腳踏車停放區)
286,自行車竊盜,1040929,08~10,臺北市中山區南京東路3段與龍江路口
287,自行車竊盜,1041001,10~12,臺北市大安區學府里羅斯福路4段1~30號
288,自行車竊盜,1041001,16~18,臺北市士林區中山北路忠誠路口
289,自行車竊盜,1041001,22~24,臺北市中山區圓山捷運站自行車停車場
290,自行車竊盜,1041002,08~10,臺北市大安區羅斯福路2段31~60號
291,自行車竊盜,1041002,22~24,臺北市內湖區港墘路127巷1~30號
292,自行車竊盜,1041004,02~04,臺北市大安區杭州南路2段93巷31~60號
293,自行車竊盜,1041004,18~20,臺北市萬華區漢口街2段61~90號
294,自行車竊盜,1041005,18~20,臺北市大同區光能里南京西路25巷1~30號
295,自行車竊盜,1041005,18~20,臺北市中山區南京西路25巷1~30號
296,自行車竊盜,1041006,16~18,臺北市大同區玉泉里忠孝西路(塔城街)
297,自行車竊盜,1041007,16~18,臺北市南港區舊莊里舊莊街1段1~30號
298,自行車竊盜,1041007,20~22,臺北市大同區玉泉里鄭州路121~150號
299,自行車竊盜,1041008,18~20,臺北市中正區頂東里羅斯福路3段91~120號
300,自行車竊盜,1041010,06~08,臺北市中正區富水里思源街1~30號
301,自行車竊盜,1041010,10~12,臺北市萬華區永福街31~60號
302,自行車竊盜,1041010,10~12,臺北市南港區中南里忠孝東路7段571~600號
303,自行車竊盜,1041010,20~22,臺北市信義區四育里虎林街46巷31~60號
304,自行車竊盜,1041011,04~06,臺北市大同區揚雅里昌吉街61巷35弄1~30號
305,自行車竊盜,1041011,04~06,臺北市大同區揚雅里昌吉街61巷35弄1~30號
306,自行車竊盜,1041011,06~08,臺北市大同區蓬萊里重慶北路3段31~60號
307,自行車竊盜,1041011,16~18,臺北市士林區葫東里延平北路5段211~240號
308,自行車竊盜,1041012,16~18,臺北市大安區敦安里仁愛路與安和路口
309,自行車竊盜,1041013,12~14,臺北市北投區一德里大度路3段296巷(關渡捷運站前自行車停放區)
310,自行車竊盜,1041014,12~14,臺北市內湖區安泰街53巷1~30號
311,自行車竊盜,1041015,08~10,臺北市中正區富水里思源街1~30號
312,自行車竊盜,1041016,14~16,臺北市中山區德惠街1~30號
313,自行車竊盜,1041019,06~08,臺北市中正區富水里思源街1~30號
314,自行車竊盜,1041019,14~16,臺北市中正區幸市里忠孝東路二段91~120號
315,自行車竊盜,1041021,18~20,臺北市大同區景星里伊寧街48巷1~30號
316,自行車竊盜,1041023,08~10,臺北市大安區華聲里忠孝東路4段301~330號
317,自行車竊盜,1041026,10~12,臺北市中正區板溪里和平西路1段31~60號
318,自行車竊盜,1041026,20~22,臺北市文山區景華里景華街22巷1~30號
319,自行車竊盜,1041027,06~08,臺北市文山區萬年里羅斯福路5段31~60號
320,自行車竊盜,1041027,12~14,臺北市士林區聖山里忠誠路1段171巷10弄1~30號
321,自行車竊盜,1041027,20~22,臺北市萬華區西昌街21巷1~30號
322,自行車竊盜,1041101,12~14,臺北市大同區保安里重慶北路3段295巷21弄1~30號
323,自行車竊盜,1041102,08~10,臺北市大同區永樂里民樂街31~60號
324,自行車竊盜,1041103,14~16,臺北市中正區愛國西路與重慶南路(小南門站2號
325,自行車竊盜,1041103,18~20,臺北市信義區松隆里福德街1~30號
326,自行車竊盜,1041103,20~22,臺北市大安區龍圖里信義路3段181~210號
327,自行車竊盜,1041104,04~06,臺北市大同區景星里迪化街2段61~90號
328,自行車竊盜,1041104,04~06,臺北市大同區蓬萊里大龍街31~60號
329,自行車竊盜,1041105,00~02,臺北市大同區建明里華陰街31~60號
330,自行車竊盜,1041105,20~22,臺北市內湖區內湖路1段661~690號
331,自行車竊盜,1041108,12~14,臺北市萬華區桂林路1~30號
332,自行車竊盜,1041109,04~06,臺北市大安區敦安里敦化南路1段295巷31~60號
333,自行車竊盜,1041110,18~20,臺北市信義區景新里莊敬路211~240號
334,自行車竊盜,1041111,10~12,臺北市內湖區文德路211~240號
335,自行車竊盜,1041111,22~24,臺北市信義區西村里基隆路1段331~360號
336,自行車竊盜,1041112,14~16,臺北市內湖區民權東路4段181~210號
337,自行車竊盜,1041112,20~22,臺北市中正區徐州路1~30號
338,自行車竊盜,1041115,10~12,臺北市北投區石牌里西安街1段121~150號
339,自行車竊盜,1041115,10~12,臺北市大安區龍生里和平東路2段151~180號
340,自行車竊盜,1041120,22~24,臺北市大安區仁慈里復興南路1段295巷13弄1~30號
341,自行車竊盜,1041121,02~04,臺北市中正區東門里徐州路1~30號
342,自行車竊盜,1041121,10~12,臺北市北投區福興里致遠一路2段31~60號
343,自行車竊盜,1041122,02~04,臺北市中山區錦州街421~450號
344,自行車竊盜,1041122,16~18,臺北市中正區南福里南昌路1段126巷1~30號
345,自行車竊盜,1041122,16~18,臺北市信義區興雅里松高路1~30號
346,自行車竊盜,1041123,08~10,臺北市北投區榮光里石牌路1段166巷121~150號
347,自行車竊盜,1041124,14~16,臺北市北投區中央里中央南路2段1~30號
348,自行車竊盜,1041126,14~16,臺北市信義區泰和里吳興街600巷100弄91~120號
349,自行車竊盜,1041127,16~18,臺北市南港區萬福里同德路61~90號
350,自行車竊盜,1041128,18~20,臺北市萬華區廣州街211~240號
351,自行車竊盜,1041201,12~14,臺北市內湖區民權東路6段120巷1弄1~30號
352,自行車竊盜,1041202,00~02,臺北市松山區復興北路151~180號
