案類,發生日期,發生時段,發生地點
住宅竊盜,1050103,16~18,臺北市大安區錦華里杭州南路2段93巷1~30號
住宅竊盜,1050103,18~20,臺北市中山區新生北路2段58巷1~30號
住宅竊盜,1050104,06~08,臺北市內湖區康樂街136巷29弄31~60號
住宅竊盜,1050104,20~22,臺北市大安區虎嘯里敦化南路2段181~210號
住宅竊盜,1050104,22~24,臺北市松山區南京東路5段251巷46弄1~30號
住宅竊盜,1050105,14~16,臺北市內湖區康寧路1段301~330號
住宅竊盜,1050106,00~02,臺北市文山區順興里9鄰木新路2段158巷1弄1~30號
住宅竊盜,1050106,12~14,臺北市中正區南福里寧波西街1~30號
住宅竊盜,1050107,12~14,臺北市士林區蘭興里德行東路1~30號
住宅竊盜,1050107,18~20,臺北市士林區蘭興里德行東路1~30號
住宅竊盜,1050107,20~22,臺北市信義區五常里永吉路181~210號
住宅竊盜,1050108,22~24,臺北市文山區萬隆里羅斯福路5段211~240號
住宅竊盜,1050109,00~02,臺北市南港區鴻福里玉成街241~270號
住宅竊盜,1050110,06~08,臺北市北投區奇岩里公館路85巷2弄1~30號
住宅竊盜,1050110,06~08,臺北市文山區萬盛里萬盛街91~120號
住宅竊盜,1050110,16~18,臺北市內湖區康樂街136巷30弄1~30號
住宅竊盜,1050110,18~20,臺北市松山區南京東路5段250巷2弄1~30號
住宅竊盜,1050111,16~18,臺北市萬華區康定路1~30號
住宅竊盜,1050111,18~20,臺北市士林區葫蘆里延平北路5段241~270號
住宅竊盜,1050111,20~22,臺北市士林區蘭雅里德行東路1~30號
住宅竊盜,1050112,06~08,臺北市士林區天和里天母東路91巷1~30號
住宅竊盜,1050113,00~02,臺北市南港區九如里研究院路3段10巷1~30號
住宅竊盜,1050113,04~06,臺北市內湖區康樂街220巷2弄1~30號
住宅竊盜,1050113,10~12,臺北市大同區至聖里民族西路187巷31~60號
住宅竊盜,1050113,18~20,臺北市北投區承德路7段361~390號
住宅竊盜,1050114,12~14,臺北市大同區雙連里重慶北路2巷151~180號
住宅竊盜,1050114,22~24,臺北市中山區明水路541~570號
住宅竊盜,1050115,08~10,臺北市南港區合成里忠孝東路6段61~90號
住宅竊盜,1050115,12~14,臺北市文山區忠順里14鄰興隆路4段145巷83弄1~30號
住宅竊盜,1050116,10~12,臺北市內湖區金湖路331~360號
住宅竊盜,1050116,16~18,臺北市北投區開明里復興四路1~30號
住宅竊盜,1050117,14~16,臺北市大安區民輝里八德路2段10巷1~30號
住宅竊盜,1050118,20~22,臺北市內湖區金湖路1~30號
住宅竊盜,1050119,02~04,臺北市中山區北安路630巷9弄1~30號
住宅竊盜,1050119,14~16,臺北市大同區寧夏路121~150號
住宅竊盜,1050120,08~10,臺北市萬華區莒光路271~300號
住宅竊盜,1050120,10~12,臺北市大安區義安里敦化南路2段81巷31~60號
住宅竊盜,1050121,14~16,臺北市士林區陽明里凱旋路61~90號
住宅竊盜,1050122,16~18,臺北市松山區南京東路5段291巷6弄1~30號
住宅竊盜,1050122,22~24,臺北市北投區智仁里中和街481~510號
住宅竊盜,1050123,08~10,臺北市信義區雙和里吳興街284巷24弄61~90號
住宅竊盜,1050124,14~16,臺北市文山區興昌里辛亥路4段101巷140弄1~30號
住宅竊盜,1050124,20~22,臺北市中山區民生西路45巷9弄1~30號
住宅竊盜,1050125,08~10,臺北市內湖區安康路434巷20弄1~30號
住宅竊盜,1050125,10~12,臺北市北投區中庸里雙全街62巷1~30號
住宅竊盜,1050125,10~12,臺北市中正區黎明里重慶南路1段1~30號
住宅竊盜,1050125,10~12,臺北市大安區黎和里和平東路3段416巷25弄1~30號
住宅竊盜,1050126,08~10,臺北市士林區百齡里8鄰福港街259巷31~60號
住宅竊盜,1050126,16~18,臺北市松山區三民路96巷1~30號
住宅竊盜,1050127,08~10,臺北市內湖區康樂街136巷29弄1~30號
住宅竊盜,1050127,12~14,臺北市北投區立賢里實踐街5巷1~30號
住宅竊盜,1050128,14~16,臺北市內湖區碧山里7鄰內湖路3段60巷12弄61~90號
住宅竊盜,1050128,20~22,臺北市士林區福順里延平北路5段121~150號
住宅竊盜,1050129,00~02,臺北市內湖區文德路208巷6弄1~30號
住宅竊盜,1050129,06~08,臺北市內湖區新明路380巷6弄1~30號
住宅竊盜,1050129,14~16,臺北市北投區中央里中正街49巷31弄31~60號
住宅竊盜,1050129,18~20,臺北市松山區南京東路5段291巷19弄31~60號
住宅竊盜,1050130,00~02,臺北市信義區忠孝東路4段481~510號
住宅竊盜,1050130,12~14,臺北市大安區黎孝里和平東路3段271~300號
住宅竊盜,1050131,00~02,臺北市中山區林森北路107巷31~60號
住宅竊盜,1050131,10~12,臺北市中山區民權東路3段61~90號
住宅竊盜,1050201,18~20,臺北市松山區南京東路5段181~210號
住宅竊盜,1050202,20~22,臺北市南港區九如里研究院路3段10巷1~30號
住宅竊盜,1050203,04~06,臺北市大同區玉泉里西寧北路86巷1~30號
住宅竊盜,1050203,08~10,臺北市中山區新生北路3段87巷1~30號
住宅竊盜,1050203,10~12,臺北市松山區南京東路5段389巷11弄1~30號
住宅竊盜,1050203,20~22,臺北市南港區仁福里福德街373巷31~60號
住宅竊盜,1050204,14~16,臺北市文山區萬隆里萬隆街61~90號
住宅竊盜,1050205,08~10,臺北市中山區新生北路2段127巷31~60號
住宅竊盜,1050205,16~18,臺北市士林區天壽里中山北路6段441巷1~30號
住宅竊盜,1050207,08~10,臺北市中山區中山北路1段33巷1~30號
住宅竊盜,1050207,18~20,臺北市大安區錦安里麗水街17巷1~30號
住宅竊盜,1050208,20~22,臺北市大安區臨江里5鄰通化街123巷31~60號
住宅竊盜,1050209,10~12,臺北市內湖區成功路2段250巷1~30號
住宅竊盜,1050209,22~24,臺北市大安區通安里17鄰通化街170巷1~30號
住宅竊盜,1050210,06~08,臺北市萬華區大理街160巷23弄1~30號
住宅竊盜,1050210,08~10,臺北市松山區精忠里民生東路4段55巷1~30號
住宅竊盜,1050210,14~16,臺北市士林區福中里12鄰通河東街1段124巷1~30號
住宅竊盜,1050210,20~22,臺北市士林區天和里中山北路7段114巷61弄1~30號
住宅竊盜,1050211,10~12,臺北市中山區民生東路2段147巷5弄1~30號
住宅竊盜,1050212,00~02,臺北市士林區福林里10鄰中山北路5段280巷1~30號
住宅竊盜,1050212,18~20,臺北市萬華區三水街61~90號
住宅竊盜,1050213,20~22,臺北市信義區正和里光復南路421巷91~120號
住宅竊盜,1050214,20~22,臺北市南港區東新里向陽路120巷2弄1~30號
住宅竊盜,1050214,22~24,臺北市信義區富台里忠孝東路5段423巷3弄1~30號
住宅竊盜,1050217,02~04,臺北市中正區水源里羅斯福路4段52巷16弄1~30號
住宅竊盜,1050217,12~14,臺北市中山區吉林路199巷1~30號
住宅竊盜,1050217,16~18,臺北市北投區吉利里石牌路1段39巷120弄1~30號
住宅竊盜,1050218,02~04,臺北市中山區農安街1~30號
住宅竊盜,1050218,02~04,臺北市中山區民權東路2段152巷6弄1~30號
住宅竊盜,1050219,12~14,臺北市松山區市民大道5段121~150號
住宅竊盜,1050219,18~20,臺北市中山區伊通街99巷15之1~30號
住宅竊盜,1050220,02~04,臺北市士林區福順里重慶北路4段61~90號
住宅竊盜,1050220,08~10,臺北市內湖區港富里18鄰內湖路1段737巷95~2號
住宅竊盜,1050220,20~22,臺北市萬華區大理街159巷3弄1~30號
住宅竊盜,1050221,08~10,臺北市萬華區萬大路277巷31~60號
住宅竊盜,1050222,10~12,臺北市萬華區萬大路486巷37弄1~30號
住宅竊盜,1050223,06~08,臺北市中正區愛國里9鄰延平南路258巷1~30號
住宅竊盜,1050223,12~14,臺北市北投區福興里自強街5巷91~120號
住宅竊盜,1050224,14~16,臺北市士林區後港里大南路391~420號
住宅竊盜,1050225,00~02,臺北市內湖區新明路219巷2弄1~30號
住宅竊盜,1050225,10~12,臺北市文山區辛亥路6段31~60號
住宅竊盜,1050226,08~10,臺北市中正區文盛里羅斯福路3段316巷9弄1~30號
住宅竊盜,1050226,10~12,臺北市大安區正聲里仁愛路4段391~420號
住宅竊盜,1050227,12~14,臺北市萬華區中華路2段364巷1~30號
住宅竊盜,1050227,20~22,臺北市萬華區中華路2段416巷61~90號
住宅竊盜,1050228,02~04,臺北市南港區成福路181~210號
住宅竊盜,1050228,18~20,臺北市中山區新生北路2段27巷1~30號
住宅竊盜,1050301,10~12,臺北市松山區東新街54巷1~30號
住宅竊盜,1050302,14~16,臺北市大同區市民大道1段181~210號
住宅竊盜,1050303,00~02,臺北市士林區社新里6鄰社子街31~60號
住宅竊盜,1050303,08~10,臺北市北投區吉慶里承德路7段164巷1~30號
住宅竊盜,1050304,08~10,臺北市中山區民族東路31~60號
住宅竊盜,1050304,12~14,臺北市北投區開明里復興四路8巷1~30號
住宅竊盜,1050305,22~24,臺北市士林區天壽里16鄰天母西路31~60號
住宅竊盜,1050306,00~02,臺北市大同區至聖里大龍街241~270號
住宅竊盜,1050306,10~12,臺北市中山區龍江路295巷1~30號
住宅竊盜,1050307,16~18,臺北市內湖區內湖路2段301~330號
住宅竊盜,1050307,22~24,臺北市大安區建倫里22鄰忠孝東路4段170巷17弄1~30號
住宅竊盜,1050308,02~04,臺北市文山區景慶里景福街242巷1~30號
住宅竊盜,1050308,10~12,臺北市中正區南福里羅斯福路1段90巷1~30號
住宅竊盜,1050308,14~16,臺北市內湖區新富街31~60號
住宅竊盜,1050310,14~16,臺北市萬華區大理街31~60號
住宅竊盜,1050310,18~20,臺北市大安區光武里24鄰復興南路1段135巷1~30號
住宅竊盜,1050311,00~02,臺北市士林區社新里社子街112巷20弄1~30號
住宅竊盜,1050311,02~04,臺北市士林區社新里19鄰社子街22巷65弄1~30號
住宅竊盜,1050312,02~04,臺北市松山區寶清街1~30號
住宅竊盜,1050313,06~08,臺北市松山區南京東路5段251巷22弄31~60號
住宅竊盜,1050314,00~02,臺北市中山區市民大道3段121~150號
住宅竊盜,1050314,16~18,臺北市信義區六合里信義路5段150巷391~420號
住宅竊盜,1050314,16~18,臺北市士林區蘭興里德行西路93巷6弄1~30號
住宅竊盜,1050314,20~22,臺北市中山區錦州街31~60號
住宅竊盜,1050314,20~22,臺北市中山區林森北路391~420號
住宅竊盜,1050315,14~16,臺北市中山區中山北路一段33巷31~60號
住宅竊盜,1050316,08~10,臺北市士林區永福里莊頂路91~120號
住宅竊盜,1050316,18~20,臺北市北投區開明里中和街278巷13樓
住宅竊盜,1050317,08~10,臺北市中正區南福里羅斯福路2段8巷14弄1~30號
住宅竊盜,1050318,00~02,臺北市中山區林森北路391~420號
住宅竊盜,1050318,08~10,臺北市大安區群賢里和平東路2段301~330號
住宅竊盜,1050320,14~16,臺北市中正區水源里汀州路3段230巷25弄1~30號
住宅竊盜,1050320,16~18,臺北市中山區中山北路一段33巷20弄1~30號
住宅竊盜,1050321,00~02,臺北市中山區中山北路2段137巷24之1~30號
住宅竊盜,1050321,10~12,臺北市士林區天母里天母北路87巷2弄1~30號
住宅竊盜,1050322,18~20,臺北市大安區建倫里安和路1段31~60號
住宅竊盜,1050323,02~04,臺北市士林區天祿里士東路91巷1~30號
住宅竊盜,1050323,22~24,臺北市中正區頂東里羅斯福路3段58巷1~30號
住宅竊盜,1050324,18~20,臺北市中山區長春路91~120號
住宅竊盜,1050325,02~04,臺北市內湖區內湖路1段411巷1~30號
住宅竊盜,1050328,00~02,臺北市大安區德安里敦化南路1段331~360號
住宅竊盜,1050328,18~20,臺北市萬華區長泰街241~270號
住宅竊盜,1050330,00~02,臺北市北投區中庸里大業路691~720號
住宅竊盜,1050330,10~12,臺北市內湖區文德路22巷16弄1~30號
住宅竊盜,1050331,00~02,臺北市士林區臨溪里至善路2段323巷1~30號
住宅竊盜,1050401,16~18,臺北市萬華區頂碩里7鄰大埔街1~30號
住宅竊盜,1050401,22~24,臺北市信義區永吉里松山路151~180號
住宅竊盜,1050402,18~20,臺北市信義區大道里中坡南路1~30號
住宅竊盜,1050403,12~14,臺北市萬華區青年路31~60號
住宅竊盜,1050403,12~14,臺北市萬華區青年路31~60號
住宅竊盜,1050403,18~20,臺北市北投區榮華里富貴一路1巷1~30號
住宅竊盜,1050403,20~22,臺北市萬華區廣州街61~90號
住宅竊盜,1050404,08~10,臺北市北投區中央里中央南路1段102巷1~30號
住宅竊盜,1050404,12~14,臺北市北投區石牌里明德路67巷1~30號
住宅竊盜,1050405,00~02,臺北市大安區錦泰里7鄰杭州南路2段61巷1~30號
住宅竊盜,1050406,16~18,臺北市大同區景星里迪化街2段61~90號
住宅竊盜,1050407,08~10,臺北市文山區興旺里10鄰福興路4巷7弄1~30號
住宅竊盜,1050407,10~12,臺北市中正區南門里延平南路181~210號
住宅竊盜,1050407,14~16,臺北市大同區蓬萊里大龍街181~210號
住宅竊盜,1050408,14~16,臺北市大同區光能里寧夏路31~60號
住宅竊盜,1050408,20~22,臺北市松山區民生東路4段112巷7弄1~30號
住宅竊盜,1050408,20~22,臺北市南港區舊莊里合順街8巷5弄31~60號
住宅竊盜,1050409,20~22,臺北市萬華區新和里19鄰中華路2段416巷61~90號
住宅竊盜,1050410,02~04,臺北市文山區華興里24鄰富山路1~30號
住宅竊盜,1050410,18~20,臺北市松山區南京東路5段391~420號
住宅竊盜,1050410,22~24,臺北市內湖區康寧路3段99巷10弄1~30號
住宅竊盜,1050411,18~20,臺北市內湖區成功路3段91~120號
住宅竊盜,1050413,20~22,臺北市士林區福華里12鄰承德路4段40巷121~150號
住宅竊盜,1050414,00~02,臺北市中山區松江路37巷1~30號
住宅竊盜,1050414,02~04,臺北市松山區寶清街1~30號
住宅竊盜,1050414,08~10,臺北市文山區興業里興隆路2段181~210號
住宅竊盜,1050414,20~22,臺北市士林區社子里中正路601~630號
住宅竊盜,1050415,10~12,臺北市大安區光信里光復南路451~480號
住宅竊盜,1050415,10~12,臺北市萬華區中華路2段416巷31~60號
住宅竊盜,1050415,10~12,臺北市大安區古風里師大路31~60號
住宅竊盜,1050416,00~02,臺北市士林區聖山里15鄰德行東路190巷6弄1~30號
住宅竊盜,1050416,08~10,臺北市北投區湖山里紗帽路1~30號
住宅竊盜,1050416,22~24,臺北市中正區永昌里汀州路1段242巷1~30號
住宅竊盜,1050418,00~02,臺北市中正區永功里汀州路1段312巷1~30號
住宅竊盜,1050419,02~04,臺北市中正區永昌里汀州路1段211~240號
住宅竊盜,1050419,18~20,臺北市大同區永樂里民樂街1~30號
住宅竊盜,1050419,18~20,臺北市文山區萬盛里羅斯福路5段53巷1~30號
住宅竊盜,1050419,20~22,臺北市北投區永明里立農街2段202巷2弄1~30號
住宅竊盜,1050419,22~24,臺北市內湖區(內湖路1段91巷1~30號
住宅竊盜,1050420,20~22,臺北市中正區永昌里汀州路1段242巷1~30號
住宅竊盜,1050421,02~04,臺北市中山區民權東路2段135巷1~30號
住宅竊盜,1050421,16~18,臺北市北投區永和里行義路140巷1~30號
住宅竊盜,1050423,04~06,臺北市北投區文化里文化三路61~90號
住宅竊盜,1050424,06~08,臺北市中正區頂東里晉江街124巷8弄1~30號
住宅竊盜,1050424,08~10,臺北市南港區百福里福德街339巷5弄1~30號
住宅竊盜,1050424,12~14,臺北市信義區六藝里永吉路180巷70弄1~30號
住宅竊盜,1050425,04~06,臺北市中山區農安街1~30號
住宅竊盜,1050425,10~12,臺北市萬華區環河南路2段271~300號
住宅竊盜,1050425,10~12,臺北市大安區仁愛里大安路1段106巷1~30號
住宅竊盜,1050425,22~24,臺北市北投區東華里立農街2段151~180號
住宅竊盜,1050425,22~24,臺北市松山區慶城街31~60號
住宅竊盜,1050425,22~24,臺北市北投區東華里立農街2段151~180號
住宅竊盜,1050426,06~08,臺北市萬華區萬大路277巷31~60號
住宅竊盜,1050426,14~16,臺北市中山區吉林路161巷1~30號
住宅竊盜,1050427,04~06,臺北市信義區大道里忠孝東路5段790巷25弄1~30號
住宅竊盜,1050427,06~08,臺北市中山區林森北路119巷31~60號
住宅竊盜,1050427,06~08,臺北市中正區水源里羅斯福路4段40巷6弄1~30號
住宅竊盜,1050427,08~10,臺北市內湖區行善路361~390號
住宅竊盜,1050427,12~14,臺北市大同區玉泉里忠孝西路2段1~30號
住宅竊盜,1050427,16~18,臺北市南港區重陽里向陽路258巷(E棟梯廳)
住宅竊盜,1050427,18~20,臺北市大安區仁愛里大安路1段96巷1~30號
住宅竊盜,1050429,20~22,臺北市中正區永昌里中華路2段381巷1~30號
住宅竊盜,1050430,12~14,臺北市大同區斯文里承德路3段61~90號
住宅竊盜,1050501,12~14,臺北市大安區臥龍街151~180號
住宅竊盜,1050501,22~24,臺北市大安區正聲里03鄰光復南路260巷31~60號
住宅竊盜,1050502,10~12,臺北市大同區朝陽里南京西路344巷31~60號
住宅竊盜,1050502,14~16,臺北市松山區敦化北路145巷18弄1~30號
住宅竊盜,1050503,20~22,臺北市大安區敦煌里信義路4段265巷20弄1~30號
住宅竊盜,1050505,14~16,臺北市大同區斯文里承德路3段61~90號
住宅竊盜,1050506,02~04,臺北市南港區東新里興南街64巷26弄1~30號
住宅竊盜,1050508,06~08,臺北市大同區星明里太原路175巷1~30號
住宅竊盜,1050508,08~10,臺北市內湖區(安泰街31~60號
住宅竊盜,1050508,20~22,臺北市大安區龍圖里建國南路2段79巷1~30號
住宅竊盜,1050509,20~22,臺北市中山區大直街52巷1~30號
住宅竊盜,1050509,22~24,臺北市中正區永昌里詔安街234巷8弄1~30號
住宅竊盜,1050510,12~14,臺北市士林區舊佳里11鄰前街61~90號
住宅竊盜,1050510,20~22,臺北市萬華區萬大路71巷31~60號
住宅竊盜,1050511,22~24,臺北市大安區光信里仁愛路4段408巷1~30號
住宅竊盜,1050512,02~04,臺北市大安區建倫里忠孝東路4段170巷17弄1~30號
住宅竊盜,1050512,10~12,臺北市文山區忠順里014鄰興隆路4段145巷83弄1~30號
住宅竊盜,1050512,18~20,臺北市文山區興家里27鄰興隆路3段185巷7弄1~30號
住宅竊盜,1050513,08~10,臺北市中山區新生北路2段61~90號
住宅竊盜,1050513,16~18,臺北市萬華區青年路152巷1~30號
住宅竊盜,1050513,16~18,臺北市大安區住安里信義路4段1~30號
住宅竊盜,1050513,18~20,臺北市萬華區西園路2段241~270號
住宅竊盜,1050513,22~24,臺北市萬華區中華路2段416巷61~90號
住宅竊盜,1050514,14~16,臺北市士林區天和里天母東路107巷1~30號
住宅竊盜,1050515,02~04,臺北市中正區龍光里和平西路2段1~30號
住宅竊盜,1050515,10~12,臺北市中山區新生北路2段91~120號
住宅竊盜,1050515,20~22,臺北市大同區鄰江里酒泉街241~270號
住宅竊盜,1050518,18~20,臺北市萬華區康定路278巷17弄
住宅竊盜,1050520,02~04,臺北市內湖區內溝里康樂街201巷1~30號
住宅竊盜,1050520,16~18,臺北市萬華區寶興街80巷31~60號
住宅竊盜,1050521,04~06,臺北市北投區開明里翠雲街26巷1~30號
住宅竊盜,1050521,06~08,臺北市中山區民權東路2段135巷1~30號
住宅竊盜,1050522,06~08,臺北市南港區南港里興中路61~90號
住宅竊盜,1050522,08~10,臺北市大同區保安里哈密街59巷38弄31~60號
住宅竊盜,1050522,14~16,臺北市士林區福志里幸福街5巷1~30號
住宅竊盜,1050524,12~14,臺北市內湖區港富里13鄰港墘路37巷1~30號
住宅竊盜,1050526,16~18,臺北市北投區永和里行義路241~270號
住宅竊盜,1050528,22~24,臺北市文山區木新里15鄰木新路2段66巷1~30號
住宅竊盜,1050530,10~12,臺北市南港區鴻福里玉成街235巷23弄1~30號
住宅竊盜,1050530,14~16,臺北市大安區臨江里通化街39巷50弄1~30號
住宅竊盜,1050531,02~04,臺北市南港區東新里興南街91~120號
住宅竊盜,1050601,12~14,臺北市北投區東華里立農街2段151~180號
住宅竊盜,1050601,14~16,臺北市內湖區內湖路1段411巷90弄1~30號
住宅竊盜,1050602,12~14,臺北市士林區福華里承德路4段40巷1~30號
住宅竊盜,1050603,12~14,臺北市大安區法治里樂利路11巷1~30號
住宅竊盜,1050603,14~16,臺北市文山區景行里21鄰景興路238巷1~30號
住宅竊盜,1050604,10~12,臺北市松山區新中街6巷1~30號
住宅竊盜,1050605,08~10,臺北市士林區葫東里葫東街1~30號
住宅竊盜,1050605,22~24,臺北市信義區安康里松勇路31~60號
住宅竊盜,1050606,00~02,臺北市大同區至聖里重慶北路3段223巷31~60號
住宅竊盜,1050606,04~06,臺北市文山區興豐里景豐街48巷11弄1~30號
住宅竊盜,1050606,08~10,臺北市士林區三玉里忠誠路2段76巷1~30號
住宅竊盜,1050606,10~12,臺北市士林區延平北路5段136巷31~60號
住宅竊盜,1050608,14~16,臺北市北投區永和里行義路17巷1~30號
住宅竊盜,1050609,08~10,臺北市內湖區康樂街136巷29弄31~60號
住宅竊盜,1050609,14~16,臺北市大安區住安里四維路124巷1~30號
住宅竊盜,1050609,22~24,臺北市北投區東華里立農街2段151~180號
住宅竊盜,1050610,14~16,臺北市萬華區大理街160巷11弄1~30號
住宅竊盜,1050611,10~12,臺北市中正區忠勤里惠安街31~60號
住宅竊盜,1050611,14~16,臺北市文山區樟林里014鄰木新路3段241~270號
住宅竊盜,1050612,04~06,臺北市北投區智仁里中和街507巷6弄1~30號
住宅竊盜,1050612,16~18,臺北市士林區蘭興里克強路10巷4弄1~30號
住宅竊盜,1050613,16~18,臺北市北投區永欣里石牌路2段331巷1~30號
住宅竊盜,1050613,18~20,臺北市文山區景慶里溪口街31~60號
住宅竊盜,1050614,00~02,臺北市北投區中庸里大同街208巷1~30號
住宅竊盜,1050614,20~22,臺北市南港區南港里興中路61~90號
住宅竊盜,1050615,06~08,臺北市大安區龍雲里大安路2段151~180號
住宅竊盜,1050616,10~12,臺北市文山區博嘉里010鄰和平東路4段361~390號
住宅竊盜,1050617,08~10,臺北市南港區南港里興中路28巷31~60號
住宅竊盜,1050617,08~10,臺北市南港區中研里研究院路2段2巷12弄1~30號
住宅竊盜,1050617,14~16,臺北市中正區頂東里師大路151~180號
住宅竊盜,1050618,08~10,臺北市士林區福志里與農路49巷1~30號
住宅竊盜,1050618,14~16,臺北市北投區東華里立農街2段151~180號
住宅竊盜,1050619,08~10,臺北市文山區華興里002鄰試院路144巷4弄1~30號
住宅竊盜,1050619,18~20,臺北市北投區中央北路4段391~420號
住宅竊盜,1050620,20~22,臺北市內湖區康寧路1段214巷1~30號
住宅竊盜,1050621,00~02,臺北市大安區通化里信義路4段378巷1~30號
住宅竊盜,1050621,14~16,臺北市大安區新龍里瑞安街208巷78弄1~30號
住宅竊盜,1050622,02~04,臺北市中山區林森北路310巷1~30號
住宅竊盜,1050622,02~04,臺北市中山區林森北路310巷1~30號
住宅竊盜,1050623,08~10,臺北市大同區重慶北路3段271~300號
住宅竊盜,1050623,08~10,臺北市士林區天母里中山北路7段190巷91~120號
住宅竊盜,1050624,04~06,臺北市萬華區西藏路181~210號
住宅竊盜,1050624,20~22,臺北市內湖區康寧路3段75巷186弄121~150號
住宅竊盜,1050625,06~08,臺北市內湖區行善路25巷40弄1~30號
住宅竊盜,1050625,08~10,臺北市士林區聖山里忠誠路1段151~180號
住宅竊盜,1050625,10~12,臺北市大安區敦安里信義路4段181~210號
住宅竊盜,1050626,00~02,臺北市大安區通化里信義路4段378巷1~30號
住宅竊盜,1050628,18~20,臺北市內湖區民權東路6段90巷5弄1~30號
住宅竊盜,1050629,12~14,臺北市士林區三玉里忠誠路2段21巷1~30號
住宅竊盜,1050629,12~14,臺北市中正區富水里汀州路3段60巷2弄1~30號
住宅竊盜,1050629,14~16,臺北市萬華區西園路2段241~270號
住宅竊盜,1050629,18~20,臺北市士林區天母里15鄰天玉街81巷1~30號
住宅竊盜,1050630,16~18,臺北市南港區舊莊里合順街8巷5弄1~30號
住宅竊盜,1050630,22~24,臺北市中山區吉林路433項37號
住宅竊盜,1050701,00~02,臺北市信義區大道里忠孝東路5段790巷62弄1~30號
住宅竊盜,1050701,04~06,臺北市萬華區寶興街188巷1~30號
住宅竊盜,1050701,12~14,臺北市萬華區大理街31~60號
住宅竊盜,1050701,14~16,臺北市士林區菁山里9鄰菁山路99巷1~30號
住宅竊盜,1050702,08~10,臺北市內湖區(東湖路113巷1~30號
住宅竊盜,1050702,14~16,臺北市大同區隆和里伊寧街61~90號
住宅竊盜,1050703,04~06,臺北市大同區雙連里錦西街52巷1~30號
住宅竊盜,1050704,10~12,臺北市萬華區長順街91~120號
住宅竊盜,1050704,10~12,臺北市北投區大興街24巷5弄1~30號
住宅竊盜,1050704,10~12,臺北市萬華區長順街
住宅竊盜,1050704,14~16,臺北市信義區景新里莊敬路289巷1~30號
住宅竊盜,1050705,06~08,臺北市內湖區民權東路6段90巷15弄1~30號
住宅竊盜,1050705,08~10,臺北市士林區蘭興里克強路10巷9弄1~30號
住宅竊盜,1050705,08~10,臺北市北投區湖田里竹子湖路1~30號
住宅竊盜,1050705,08~10,臺北市北投區湖田里竹子湖路1~30號
住宅竊盜,1050705,14~16,臺北市萬華區西園路1段125巷1~30號
住宅竊盜,1050705,18~20,臺北市中山區民生東路二段61~90號
住宅竊盜,1050706,00~02,臺北市中山區龍江路457巷1~30號
住宅竊盜,1050706,06~08,臺北市中山區龍江路391~420號
住宅竊盜,1050706,08~10,臺北市士林區天和里中山北路7段190巷31~60號
住宅竊盜,1050707,12~14,臺北市大安區和平東路3段61~90號
住宅竊盜,1050707,14~16,臺北市南港區三重里園區街14巷1~30號
住宅竊盜,1050709,10~12,臺北市大同區朝陽里天水路31~60號
住宅竊盜,1050710,10~12,臺北市松山區敦化北路222巷1~30號
住宅竊盜,1050710,10~12,臺北市松山區健康路391~420號
住宅竊盜,1050710,16~18,臺北市北投區中央里中央南路2段91~120號
住宅竊盜,1050711,00~02,臺北市北投區榮華里榮華二路1~30號
住宅竊盜,1050712,12~14,臺北市士林區東山里1鄰德行東路397巷1~30號
住宅竊盜,1050713,00~02,臺北市北投區湖山里湖山路2段91~120號
住宅竊盜,1050713,00~02,臺北市萬華區長沙街2段121~150號
住宅竊盜,1050714,12~14,臺北市南港區中研里研究院路2段12巷57弄61~90號
住宅竊盜,1050715,02~04,臺北市松山區塔悠路186巷1~30號
住宅竊盜,1050716,22~24,臺北市大同區玉泉里延平北路1段66巷1~30號
住宅竊盜,1050716,22~24,臺北市文山區萬祥里景明街61~90號
住宅竊盜,1050717,10~12,臺北市中山區中山北路3段55巷1~30號
住宅竊盜,1050719,00~02,臺北市中山區龍江路37巷1~30號
住宅竊盜,1050720,02~04,臺北市中正區板溪里牯嶺街91~120號
住宅竊盜,1050720,14~16,臺北市大同區光能里南京西路61~90號
住宅竊盜,1050721,12~14,臺北市北投區長安里溫泉路61~90號
住宅竊盜,1050721,20~22,臺北市文山區萬美里027鄰萬寧街151~180號
住宅竊盜,1050722,00~02,臺北市士林區菁山里菁山路121~150號
住宅竊盜,1050722,08~10,臺北市內湖區(潭美街211~240號
住宅竊盜,1050722,12~14,臺北市萬華區昆明街211~240號
住宅竊盜,1050722,20~22,臺北市中山區合江街58巷1~30號
住宅竊盜,1050723,22~24,臺北市中正區愛國里中華路2段81巷1~30號
住宅竊盜,1050725,14~16,臺北市松山區撫遠街300巷1~30號
住宅竊盜,1050726,20~22,臺北市士林區永倫里5鄰社中街346巷2弄31~60號
住宅竊盜,1050727,00~02,臺北市中山區龍江路394巷31~60號
住宅竊盜,1050727,00~02,臺北市中山區民族東路410巷1~30號
住宅竊盜,1050727,16~18,臺北市士林區公館里2鄰永公路340巷61~90號
住宅竊盜,1050728,08~10,臺北市南港區成福里成福路121巷1~30號
住宅竊盜,1050728,22~24,臺北市北投區石牌里致遠一路1段46巷21弄1~30號
住宅竊盜,1050729,02~04,臺北市中山區民權東路2段1~30號
住宅竊盜,1050731,02~04,臺北市大安區通化里信義路4段378巷1~30號
住宅竊盜,1050731,22~24,臺北市中正區水源里羅斯福路4段61~90號
