案類,發生日期,發生時段,發生地點
住宅竊盜,1080106,18~20,臺北市中山區民族東路241~270號
住宅竊盜,1080108,06~08,臺北市萬華區西寧南路1~30號
住宅竊盜,1080108,16~18,臺北市中正區永昌里汀州路1段218巷1~30號
住宅竊盜,1080108,16~18,臺北市大安區和安里建國南路1段307巷1~30號
住宅竊盜,1080108,18~20,臺北市南港區玉成里南港路3段314巷1~30號
住宅竊盜,1080108,18~20,臺北市萬華區大理街160巷23弄31~60號
住宅竊盜,1080110,02~04,臺北市大同區太原路181~210號
住宅竊盜,1080110,10~12,臺北市中山區民生東路3段31~60號
住宅竊盜,1080112,08~10,臺北市中正區忠勤里中華路2段315巷4弄1~30號
住宅竊盜,1080112,16~18,臺北市大同區承德路3段113巷1~30號
住宅竊盜,1080112,18~20,臺北市信義區松山路661~690號
住宅竊盜,1080114,02~04,臺北市內湖區石潭里南京東路6段451巷1~30號
住宅竊盜,1080114,20~22,臺北市萬華區西藏路125巷1~30號
住宅竊盜,1080115,00~02,臺北市大同區貴德街40巷1~30號
住宅竊盜,1080115,08~10,臺北市內湖區秀湖里4鄰大湖街160巷1~30號
住宅竊盜,1080115,18~20,臺北市大安區光武里復興南路1段107巷5弄1~30號
住宅竊盜,1080116,00~02,臺北市內湖區港華街51巷1~30號
住宅竊盜,1080117,08~10,臺北市北投區榮光里石牌路1段166巷19弄1~30號
住宅竊盜,1080117,16~18,臺北市中山區南京東路3段89巷1~30號
住宅竊盜,1080118,12~14,臺北市內湖區內湖路2段179巷1~30號
住宅竊盜,1080118,16~18,臺北市北投區裕民里東陽街411巷1~30號
住宅竊盜,1080118,18~20,臺北市北投區裕民里懷德街11巷1~30號
住宅竊盜,1080119,12~14,臺北市信義區五常里永吉路151~180號
住宅竊盜,1080119,22~24,臺北市松山區基隆路1段31~60號
住宅竊盜,1080120,00~02,臺北市大同區承德路3段51巷1~30號
住宅竊盜,1080122,08~10,臺北市中正區永昌里詔安街272巷1~30號
住宅竊盜,1080122,14~16,臺北市大同區重慶北路3段252巷1~30號
住宅竊盜,1080123,08~10,臺北市萬華區富民路155巷1~30號
住宅竊盜,1080123,16~18,臺北市松山區光復南路66巷61~90號
住宅竊盜,1080123,20~22,臺北市松山區光復南路46巷1~30號
住宅竊盜,1080124,10~12,臺北市大安區錦安里永康街75巷1~30號
住宅竊盜,1080124,12~14,臺北市士林區蘭雅里中山北路6段290巷7弄31~60號
住宅竊盜,1080125,02~04,臺北市萬華區大埔街1~30號
住宅竊盜,1080125,12~14,臺北市信義區中坡里福德街137巷8弄1~30號
住宅竊盜,1080125,12~14,臺北市士林區東山里士東路353巷31~60號
住宅竊盜,1080125,22~24,臺北市北投區大屯里復興三路201巷2弄1~30號
住宅竊盜,1080126,14~16,臺北市大安區龍雲里復興南路2段125巷20弄1~30號
住宅竊盜,1080127,08~10,臺北市中山區林森北路119巷1~30號
住宅竊盜,1080127,18~20,臺北市中正區忠勤里中華路2段315巷31~60號
住宅竊盜,1080130,14~16,臺北市文山區萬芳里004鄰萬芳路1~30號
住宅竊盜,1080131,08~10,臺北市大安區龍生里瑞安街276巷1~30號
住宅竊盜,1080202,06~08,臺北市內湖區內湖路2段179巷35弄1~30號
住宅竊盜,1080202,14~16,臺北市南港區研究院路2段34巷1~30號
住宅竊盜,1080203,04~06,臺北市南港區舊莊里舊莊街1段199巷11弄1~30號
住宅竊盜,1080203,06~08,臺北市大安區建安里20鄰忠孝東路4段205巷7弄1~30號
住宅竊盜,1080204,14~16,臺北市大同區哈密街59巷56弄31~60號
住宅竊盜,1080204,18~20,臺北市中正區永昌里16鄰詔安街241~270號
住宅竊盜,1080204,18~20,臺北市士林區天祿里中山北路6段754巷1~30號
住宅竊盜,1080205,22~24,臺北市中山區新生北路2段113巷31~60號
住宅竊盜,1080206,18~20,臺北市南港區中研里研究院路2段61巷4弄1~30號
住宅竊盜,1080208,14~16,臺北市松山區光復南路22巷10弄1~30號
住宅竊盜,1080208,16~18,臺北市北投區清江里大興街121~150號
住宅竊盜,1080208,18~20,臺北市南港區中研里研究院路2段61巷4弄1~30號
住宅竊盜,1080209,08~10,臺北市中山區新生北路2段91~120號
住宅竊盜,1080209,20~22,臺北市萬華區西藏路121~150號
住宅竊盜,1080211,00~02,臺北市中山區林森北路85巷31~60號
住宅竊盜,1080211,20~22,臺北市中山區民權東路2段1~30號
住宅竊盜,1080212,02~04,臺北市士林區社新里社子街125巷1~30號
住宅竊盜,1080212,06~08,臺北市士林區福華里和豐街33巷1~30號
住宅竊盜,1080212,10~12,臺北市中山區林森北路85巷31~60號
住宅竊盜,1080212,14~16,臺北市大安區光信里仁愛路4段391~420號
住宅竊盜,1080214,00~02,臺北市士林區福佳里文林路587巷91~120號
住宅竊盜,1080214,12~14,臺北市大安區正聲里光復南路308巷1~30號
住宅竊盜,1080214,16~18,臺北市文山區景行里4鄰羅斯福路6段455巷1~30號
住宅竊盜,1080214,18~20,臺北市南港區成福里成福路31~60號
住宅竊盜,1080214,20~22,臺北市萬華區西園路2段281巷1~30號
住宅竊盜,1080215,02~04,臺北市信義區國業里松德路25巷1~30號
住宅竊盜,1080215,12~14,臺北市文山區華興里016鄰辛亥路6段31~60號
住宅竊盜,1080217,08~10,臺北市北投區關渡里知行路293巷15之1~30號
住宅竊盜,1080218,18~20,臺北市萬華區萬大路486巷11弄31~60號
住宅竊盜,1080221,08~10,臺北市中山區錦州街1~30號
住宅竊盜,1080222,08~10,臺北市內湖區新明路451巷1~30號
住宅竊盜,1080222,10~12,臺北市萬華區梧州街31~60號
住宅竊盜,1080222,16~18,臺北市信義區松友里虎林街241~270號
住宅竊盜,1080223,14~16,臺北市內湖區內湖路2段253巷61~90號
住宅竊盜,1080226,04~06,臺北市萬華區西園路1段282巷1~30號
住宅竊盜,1080226,20~22,臺北市南港區新光里昆陽街171巷3弄1~30號
住宅竊盜,1080227,10~12,臺北市北投區中央里大業路280巷9弄1~30號
住宅竊盜,1080227,18~20,臺北市北投區溫泉里民族街43巷1~30號
住宅竊盜,1080303,04~06,臺北市大安區芳和里樂業街65巷1~30號
住宅竊盜,1080303,18~20,臺北市北投區中心里珠海路1~30號
住宅竊盜,1080305,14~16,臺北市文山區萬興里027鄰新光路1段65巷91~120號
住宅竊盜,1080305,18~20,臺北市中正區忠勤里中華路2段307巷31~60號
住宅竊盜,1080306,08~10,臺北市中正區忠勤里中華路2段307巷31~60號
住宅竊盜,1080306,18~20,臺北市北投區稻香里新興路64巷1~30號
住宅竊盜,1080306,20~22,臺北市士林區福中里12鄰通河東街1段130巷1~30號
住宅竊盜,1080307,12~14,臺北市內湖區內湖路一段361~390號
住宅竊盜,1080310,12~14,臺北市萬華區中華路1段181~210號
住宅竊盜,1080311,00~02,臺北市北投區永明里石牌路2段99巷31~60號
住宅竊盜,1080312,12~14,臺北市萬華區西園路1段72巷1~30號
住宅竊盜,1080313,00~02,臺北市中山區士商路15﹑17號
住宅竊盜,1080313,00~02,臺北市士林區士商路15﹑17號
住宅竊盜,1080313,04~06,臺北市中山區樂群二路30巷30弄31~60號
住宅竊盜,1080313,04~06,臺北市中山區民權東路2段1~30號
住宅竊盜,1080313,18~20,臺北市士林區社子里社中街152巷1~30號
住宅竊盜,1080314,16~18,臺北市內湖區康寧路3段189巷157弄1~30號
住宅竊盜,1080314,20~22,臺北市大同區長安西路172巷3弄1~30號
住宅竊盜,1080315,20~22,臺北市中山區合江街116巷1~30號
住宅竊盜,1080316,10~12,臺北市士林區葫蘆里8鄰延平北路5段211~240號
住宅竊盜,1080318,12~14,臺北市士林區社新里19鄰社子街22巷47弄1~30號
住宅竊盜,1080319,00~02,臺北市大安區古莊里雲和街3~10號
住宅竊盜,1080319,14~16,臺北市北投區永和里行義路154巷1~30號
住宅竊盜,1080319,18~20,臺北市信義區興隆里逸仙路26巷1~30號
住宅竊盜,1080321,16~18,臺北市士林區福德里基河路241~270號
住宅竊盜,1080322,08~10,臺北市大安區大學里溫州街74巷3弄1~30號
住宅竊盜,1080322,14~16,臺北市南港區九如里研究院路2段211~240號
住宅竊盜,1080327,14~16,臺北市士林區新安里莊頂路172巷31~60號
住宅竊盜,1080328,00~02,臺北市中山區重新路1段91~120號
住宅竊盜,1080329,02~04,臺北市內湖區康寧路1段86巷2弄1~30號
住宅竊盜,1080330,14~16,臺北市大同區錦西街65巷1~30號
住宅竊盜,1080331,18~20,臺北市中山區北安路551巷1~30號
住宅竊盜,1080331,20~22,臺北市大安區芳和里樂業街94巷1~30號
住宅竊盜,1080401,08~10,臺北市松山區復興北路1~30號
住宅竊盜,1080404,04~06,臺北市松山區三民路107巷1~30號
住宅竊盜,1080407,10~12,臺北市大安區通安里通安街31~60號
住宅竊盜,1080408,10~12,臺北市大同區重慶北路2段57巷1~30號
住宅竊盜,1080408,14~16,臺北市大安區誠安里忠孝東路3段241~270號
住宅竊盜,1080409,10~12,臺北市士林區德華里文林路661巷1~30號
住宅竊盜,1080410,18~20,臺北市北投區永欣里石牌路2段315巷16弄1~30號
住宅竊盜,1080411,14~16,臺北市北投區奇岩里公?路91~120號
住宅竊盜,1080412,02~04,臺北市大安區法治里通化街181~210號
住宅竊盜,1080412,04~06,臺北市中山區民權東路2段135巷1~30號
住宅竊盜,1080412,16~18,臺北市松山區延壽街31~60號
住宅竊盜,1080413,10~12,臺北市內湖區民權東路90巷6弄1~30號
住宅竊盜,1080413,10~12,臺北市中山區德惠街3巷1~30號
住宅竊盜,1080417,02~04,臺北市大安區龍泉里15鄰泰順街40巷1~30號
住宅竊盜,1080417,12~14,臺北市萬華區貴陽街2段82巷1~30號
住宅竊盜,1080419,04~06,臺北市士林區福華里和豐街39巷1~30號
住宅竊盜,1080419,16~18,臺北市士林區名山里忠誠路一段1~30號
住宅竊盜,1080419,16~18,臺北市北投區奇岩里公館路121~150號
住宅竊盜,1080419,16~18,臺北市文山區景慶里萬慶街13巷1~30號
住宅竊盜,1080420,12~14,臺北市中山區向善街87巷1~30號
住宅竊盜,1080422,14~16,臺北市中山區新生北路2段91~120號
住宅竊盜,1080423,04~06,臺北市大安區和安里建國南路1段291巷1~30號
住宅竊盜,1080423,10~12,臺北市信義區景勤里吳興街220巷11弄1~30號
住宅竊盜,1080424,12~14,臺北市中山區復興北路211~240號
住宅竊盜,1080425,10~12,臺北市北投區稻香里石仙路1巷3弄1~30號
住宅竊盜,1080426,20~22,臺北市中山區復興北路211~240號
住宅竊盜,1080427,20~22,臺北市大安區通安里通化街170巷1~30號
住宅竊盜,1080429,02~04,臺北市中山區民權東路2段92巷8弄1~30號
住宅竊盜,1080429,12~14,臺北市北投區立農里吉利街259巷31~60號
住宅竊盜,1080501,10~12,臺北市內湖區內湖路3段331~360號
住宅竊盜,1080502,06~08,臺北市大安區錦華里13鄰羅斯福路2段31~60號
住宅竊盜,1080506,14~16,臺北市北投區奇岩里三合街1段61~90號
住宅竊盜,1080506,20~22,臺北市北投區榮華里振興街31~60號
住宅竊盜,1080507,06~08,臺北市北投區石牌路2段325巷1~30號
住宅竊盜,1080507,22~24,臺北市松山區南京東路3段303巷8弄1~30號
住宅竊盜,1080508,02~04,臺北市中山區德惠街121~150號
住宅竊盜,1080510,10~12,臺北市文山區景仁里景仁街61~90號
住宅竊盜,1080510,16~18,臺北市士林區社新里社子街97巷1~30號
住宅竊盜,1080510,22~24,臺北市中山區民生西路45巷5弄1~30號
住宅竊盜,1080511,04~06,臺北市中山區林森北路85巷61~90號
住宅竊盜,1080511,06~08,臺北市大同區酒泉街9巷11~13號
住宅竊盜,1080512,02~04,臺北市大同區延平北路3段104巷1~30號
住宅竊盜,1080513,02~04,臺北市南港區九如里研究院路3段20巷1~30號
住宅竊盜,1080513,12~14,臺北市中山區中山北路2段59巷44弄1~30號
住宅竊盜,1080513,14~16,臺北市南港區新富里富康街3巷1~30號
住宅竊盜,1080515,08~10,臺北市信義區松友里信義路6段76巷8弄61~90號
住宅竊盜,1080515,12~14,臺北市大安區古莊里師大路114巷
住宅竊盜,1080515,22~24,臺北市信義區永吉路511~540號
住宅竊盜,1080516,02~04,臺北市南港區新富里富康街3巷1~30號
住宅竊盜,1080516,12~14,臺北市士林區明勝里承德路4段2巷(士林區承德路四段2巷上)
住宅竊盜,1080516,12~14,臺北市中山區八德路2段174巷15弄16之1~30號
住宅竊盜,1080516,14~16,臺北市中山區林森北路107巷1~30號
住宅竊盜,1080516,18~20,臺北市北投區一德里中央北路4段583巷1~30號
住宅竊盜,1080519,02~04,臺北市士林區後港里19鄰大南路408巷1~30號
住宅竊盜,1080521,12~14,臺北市北投區一德里大度路3段300巷1~30號
住宅竊盜,1080524,12~14,臺北市文山區明義里012鄰興隆路4段107巷31~60號
住宅竊盜,1080524,20~22,臺北市大同區歸綏街97巷1~30號
住宅竊盜,1080525,08~10,臺北市大安區古莊里007鄰浦城街16巷1~30號
住宅竊盜,1080526,16~18,臺北市中山區德惠街167巷1~30號
住宅竊盜,1080527,00~02,臺北市中山區松江路133巷18之1~30號
住宅竊盜,1080527,12~14,臺北市北投區石牌里致遠一路1段31~60號
住宅竊盜,1080527,20~22,臺北市大安區建倫里敦化南路1段233巷31~60號
住宅竊盜,1080530,10~12,臺北市信義區富台里忠孝東路5段423巷6弄1~30號
住宅竊盜,1080530,10~12,臺北市士林區蘭興里中山北路6段151~180號
住宅竊盜,1080601,18~20,臺北市文山區萬有里7鄰興隆路1段202巷1~30號
住宅竊盜,1080601,20~22,臺北市北投區開明里永興路2段33巷12弄1~30號
住宅竊盜,1080602,04~06,臺北市士林區葫東里葫東街1~30號
住宅竊盜,1080602,06~08,臺北市士林區陽明里華岡路31~60號
住宅竊盜,1080603,04~06,臺北市北投區秀山里中和街502巷3弄1~30號
住宅竊盜,1080604,04~06,臺北市大同區環河北路2段237巷1~30號
住宅竊盜,1080604,12~14,臺北市南港區新光里忠孝東路6段391~420號
住宅竊盜,1080606,04~06,臺北市中山區中山北路2段77巷17之1~30號
住宅竊盜,1080606,08~10,臺北市萬華區萬大路329巷1~30號
住宅竊盜,1080608,14~16,臺北市中正區臨沂街33巷
住宅竊盜,1080608,16~18,臺北市大安區通化里光復南路692巷4弄1~30號
住宅竊盜,1080608,22~24,臺北市萬華區桂林路1~30號
住宅竊盜,1080610,02~04,臺北市士林區葫蘆里1鄰延平北路5段163巷1~30號
住宅竊盜,1080610,16~18,臺北市中正區永昌里詔安街234巷8弄1~30號
住宅竊盜,1080610,18~20,臺北市中山區新生北路2段72巷1~30號
住宅竊盜,1080610,20~22,臺北市北投區建民里文林北路60巷1~30號
住宅竊盜,1080613,08~10,臺北市信義區四維里虎林街74巷1~30號
住宅竊盜,1080614,06~08,臺北市北投區中心里中山路31~60號
住宅竊盜,1080614,20~22,臺北市內湖區康寧里16鄰康寧路3段75巷24弄31~60號
住宅竊盜,1080615,10~12,臺北市萬華區中華路2段661~690號
住宅竊盜,1080616,04~06,臺北市大同區迪化街2段241~270號
住宅竊盜,1080616,06~08,臺北市中正區龍光里12鄰重慶南路3段16巷1~30號
住宅竊盜,1080616,14~16,臺北市萬華區富民路145巷35弄1~30號
住宅竊盜,1080616,18~20,臺北市大同區承德路3段208巷1~30號
住宅竊盜,1080617,18~20,臺北市信義區三張里松勤街121~150號
住宅竊盜,1080619,06~08,臺北市大安區建安里敦化南路1段177巷31~60號
住宅竊盜,1080620,02~04,臺北市內湖區內湖路3段329巷4弄1~30號
住宅竊盜,1080622,16~18,臺北市松山區民生東路5段137巷6弄31~60號
住宅竊盜,1080624,06~08,臺北市萬華區德昌街185巷1~30號
住宅竊盜,1080625,16~18,臺北市北投區關渡里知行路202巷1~30號
住宅竊盜,1080626,18~20,臺北市北投區泉源里登山路1~30號
住宅竊盜,1080627,16~18,臺北市大同區大龍街1~30號
住宅竊盜,1080628,06~08,臺北市中正區黎明里重慶南路1段31~60號
住宅竊盜,1080629,00~02,臺北市文山區萬盛里萬盛街156巷1~30號
住宅竊盜,1080629,14~16,臺北市南港區萬福里忠孝東路6段70巷5弄31~60號
住宅竊盜,1080630,08~10,臺北市中正區永功里詔安街57巷1~30號
住宅竊盜,1080630,08~10,臺北市中山區龍江路394巷31~60號
住宅竊盜,1080702,06~08,臺北市信義區嘉興里基隆路2段121~150號
住宅竊盜,1080703,02~04,臺北市萬華區環河南路2段100巷1~30號
住宅竊盜,1080703,12~14,臺北市士林區天祿里13鄰中山北路6段754巷1~30號
住宅竊盜,1080703,16~18,臺北市北投區奇岩里公館路166巷1弄1~30號
住宅竊盜,1080703,16~18,臺北市大安區光武里大安路1段52巷1~30號
住宅竊盜,1080703,22~24,臺北市內湖區東湖路113巷31~60號
住宅竊盜,1080704,18~20,臺北市北投區豐年里豐年路2段91~120號
住宅竊盜,1080705,00~02,臺北市中山區復興南路1段30巷1~30號
住宅竊盜,1080707,02~04,臺北市中正區頂東里晉江街48巷1~30號
住宅竊盜,1080707,02~04,臺北市中正區頂東里羅斯福路3段84巷1~30號
住宅竊盜,1080707,04~06,臺北市信義區永吉路225巷1~30號
住宅竊盜,1080707,16~18,臺北市北投區立農里立農街1段257巷1~30號
住宅竊盜,1080708,12~14,臺北市士林區永倫里延平北路6段451~480號
住宅竊盜,1080709,02~04,臺北市文山區萬盛里22鄰興隆路1段55巷1~30號
住宅竊盜,1080709,06~08,臺北市士林區社新里社子街97巷1~30號
住宅竊盜,1080709,10~12,臺北市內湖區文德路22巷53弄31~60號
住宅竊盜,1080709,18~20,臺北市北投區豐年里中央北路2段113巷1~30號
住宅竊盜,1080709,20~22,臺北市大安區古莊里羅斯福路2段81巷1~30號
住宅竊盜,1080710,10~12,臺北市文山區樟新里009鄰樟新街15巷1~30號
住宅竊盜,1080710,10~12,臺北市南港區南港里南港路1段137巷1~30號
住宅竊盜,1080711,18~20,臺北市大同區延平北路1段31~60號
住宅竊盜,1080712,22~24,臺北市萬華區梧州街1~30號
住宅竊盜,1080713,20~22,臺北市文山區忠順里016鄰忠順街2段85巷1弄1~30號
住宅竊盜,1080714,06~08,臺北市大安區昌隆里忠孝東路3段217巷3弄6~3號
住宅竊盜,1080716,14~16,臺北市南港區鴻福里玉成街181巷1~30號
住宅竊盜,1080716,16~18,臺北市北投區中央北路1段1~30號
住宅竊盜,1080717,16~18,臺北市北投區開明里復興四路8巷1~30號
住宅竊盜,1080717,16~18,臺北市松山區南京東路3段65巷331~360號
住宅竊盜,1080718,10~12,臺北市萬華區艋舺大道391~420號
住宅竊盜,1080718,16~18,臺北市內湖區內湖路1段737巷1~30號
住宅竊盜,1080719,02~04,臺北市萬華區環河南路2段280巷31~60號
住宅竊盜,1080720,16~18,臺北市士林區蘭雅里中山北路6段290巷31~60號
住宅竊盜,1080721,02~04,臺北市萬華區雙和街31巷9弄15~1號
住宅竊盜,1080721,06~08,臺北市大安區義村里仁愛路3段123巷11弄1~30號
住宅竊盜,1080722,02~04,臺北市松山區富錦街359巷3弄1~30號
住宅竊盜,1080722,22~24,臺北市中山區吉林路343巷1~30號
住宅竊盜,1080722,22~24,臺北市大安區黎和里臥龍街301~330號
住宅竊盜,1080724,00~02,臺北市中正區忠勤里中華路2段311巷31~60號
住宅竊盜,1080724,02~04,臺北市南港區三重里重陽路511~540號
住宅竊盜,1080724,04~06,臺北市萬華區西園路2段372巷101弄1~30號
住宅竊盜,1080724,22~24,臺北市北投區建民里文林北路94巷31~60號
住宅竊盜,1080725,02~04,臺北市中正區螢雪里福州街43巷1~30號
住宅竊盜,1080725,02~04,臺北市中正區龍興里寧波西街153巷1~30號
住宅竊盜,1080726,02~04,臺北市大安區龍泉里師大路59巷1~30號
住宅竊盜,1080726,08~10,臺北市大同區錦西街65巷31~60號
住宅竊盜,1080727,06~08,臺北市士林區後港里4鄰承德路4段277巷91~120號
住宅竊盜,1080727,10~12,臺北市萬華區和平西路3段331~360號
住宅竊盜,1080727,18~20,臺北市松山區東榮里富錦街359巷2弄1~30號
住宅竊盜,1080728,00~02,臺北市萬華區榮德里11鄰武成街92巷1~30號
住宅竊盜,1080728,02~04,臺北市北投區關渡里知行路2巷1~30號
住宅竊盜,1080728,02~04,臺北市萬華區武成街63巷12弄1~30號
住宅竊盜,1080728,04~06,臺北市萬華區東園街86巷1~30號
住宅竊盜,1080728,08~10,臺北市中正區河堤里水源路61~90號
住宅竊盜,1080728,22~24,臺北市萬華區桂林路242巷46弄1~30號
住宅竊盜,1080729,18~20,臺北市大安區華聲里延吉街131巷1弄1~30號
住宅竊盜,1080729,18~20,臺北市北投區稻香里稻香路73巷1~30號
住宅竊盜,1080729,20~22,臺北市中正區黎明里忠孝西路1段61~90號
住宅竊盜,1080729,20~22,臺北市南港區新光里昆陽街171巷3弄1~30號
住宅竊盜,1080730,04~06,臺北市大安區黎孝里和平東路3段308巷31~60號
住宅竊盜,1080730,14~16,臺北市北投區關渡里大度路3段301巷150弄1~30號
住宅竊盜,1080731,22~24,臺北市中山區中山北路1段83巷16之1~30號
住宅竊盜,1080801,00~02,臺北市中山區吉林路241~270號
住宅竊盜,1080801,02~04,臺北市中山區松江路402巷1~30號
住宅竊盜,1080801,02~04,臺北市中山區德惠街193巷1~30號
住宅竊盜,1080801,14~16,臺北市萬華區昆明街211~240號
住宅竊盜,1080805,00~02,臺北市中正區愛國里愛國西路48巷1~30號
住宅竊盜,1080805,02~04,臺北市北投區一德里中央北路4段541巷1~30號
住宅竊盜,1080805,22~24,臺北市松山區延吉街31~60號
住宅竊盜,1080806,12~14,臺北市大安區古風里泰順街62巷1~30號
住宅竊盜,1080808,14~16,臺北市信義區松光里松山路451~480號
住宅竊盜,1080809,02~04,臺北市文山區樟樹里014鄰興隆路4段96巷4弄1~30號
住宅竊盜,1080810,02~04,臺北市南港區舊莊里合順街8巷5弄1~30號
住宅竊盜,1080812,00~02,臺北市士林區菁山里菁山路31~60號
住宅竊盜,1080815,12~14,臺北市萬華區環河南路2段130巷6弄1~30號
住宅竊盜,1080817,16~18,臺北市內湖區內湖路1段591巷11弄1~30號
住宅竊盜,1080818,06~08,臺北市北投區大同里中央北路1段121~150號
住宅竊盜,1080818,12~14,臺北市萬華區西寧南路1~30號
住宅竊盜,1080818,18~20,臺北市中山區長安西路19巷22弄1~30號
住宅竊盜,1080820,08~10,臺北市松山區南京東路5段251巷46弄1~30號
住宅竊盜,1080823,00~02,臺北市萬華區漢口街2段53巷1~30號
住宅竊盜,1080823,14~16,臺北市大安區新龍里瑞安街222巷31~60號
住宅竊盜,1080823,16~18,臺北市松山區八德路4段601~630號
住宅竊盜,1080824,06~08,臺北市中山區合江街49巷1~30號
住宅竊盜,1080824,10~12,臺北市中正區板溪里平西路1段61~90號
住宅竊盜,1080824,10~12,臺北市內湖區內湖路1段91巷24弄1~30號
住宅竊盜,1080824,20~22,臺北市大安區龍泉里龍泉街31~60號
住宅竊盜,1080825,16~18,臺北市大安區民輝里仁愛路3段5巷3弄1~30號
住宅竊盜,1080829,02~04,臺北市中正區文盛里羅斯福路3段244巷9弄1~30號
住宅竊盜,1080829,04~06,臺北市信義區西村里基隆路1段331~360號
住宅竊盜,1080829,14~16,臺北市萬華區桂林路1~30號
住宅竊盜,1080903,16~18,臺北市萬華區貴陽街2段164巷1~30號
住宅竊盜,1080904,04~06,臺北市萬華區頂碩里9鄰莒光路112巷16弄1~30號
住宅竊盜,1080904,18~20,臺北市士林區社新里社子街63巷1~30號
住宅竊盜,1080905,02~04,臺北市文山區木新里019鄰保儀路109巷3弄1~30號
住宅竊盜,1080905,08~10,臺北市大安區群賢里復興南路2段271~300號
住宅竊盜,1080906,10~12,臺北市內湖區成功路4段167巷1~30號
住宅竊盜,1080907,08~10,臺北市萬華區西園路2段320巷36弄1~30號
住宅竊盜,1080907,22~24,臺北市大同區太原路31~60號
住宅竊盜,1080912,16~18,臺北市大安區龍坡里溫州街22巷2~2號
住宅竊盜,1080912,20~22,臺北市南港區合成里忠孝東路6段271~300號
住宅竊盜,1080913,02~04,臺北市文山區萬芳里026鄰萬美街1段1~30號
住宅竊盜,1080915,08~10,臺北市松山區八德路4段601~630號
住宅竊盜,1080917,14~16,臺北市文山區試院里003鄰木柵路1段31~60號
住宅竊盜,1080918,10~12,臺北市北投區稻香里新興路91~120號
住宅竊盜,1080926,12~14,臺北市士林區葫東里重慶北路4段151~180號
住宅竊盜,1080926,20~22,臺北市大安區錦泰里杭州南路2段61巷31~60號
住宅竊盜,1080928,06~08,臺北市大同區歸綏街181~210號
住宅竊盜,1081001,02~04,臺北市大安區新龍里9鄰信義路3段134巷31~60號
住宅竊盜,1081002,18~20,臺北市信義區永吉路278巷58弄1~30號
住宅竊盜,1081005,04~06,臺北市中山區南京東路三段216巷21之1~30號
住宅竊盜,1081005,16~18,臺北市中山區五常街1~30號
住宅竊盜,1081007,08~10,臺北市大安區正聲里光復南路240巷31~60號
住宅竊盜,1081009,16~18,臺北市文山區景慶里溪口街66巷1~30號
住宅竊盜,1081011,22~24,臺北市北投區永和里行義路121~150號
住宅竊盜,1081012,08~10,臺北市士林區聖山里13鄰德行東路190巷30弄1~30號
住宅竊盜,1081012,12~14,臺北市大安區黎和里和平東路3段606巷1~30號
住宅竊盜,1081014,14~16,臺北市內湖區金湖里民權東路6段391~420號
住宅竊盜,1081014,16~18,臺北市中山區龍江路394巷31~60號
住宅竊盜,1081015,08~10,臺北市萬華區莒光路241~270號
住宅竊盜,1081015,10~12,臺北市南港區中南里忠孝東路7段625巷1~30號
住宅竊盜,1081016,00~02,臺北市大安區師大路126巷1~30號
住宅竊盜,1081017,18~20,臺北市大安區民輝里(仁愛路3段5巷5弄1~30號
住宅竊盜,1081018,14~16,臺北市中山區長春路61~90號
住宅竊盜,1081018,16~18,臺北市中山區中山區雙城街28巷1~30號
住宅竊盜,1081018,16~18,臺北市大安區建安里敦化南路1段187巷1~30號
住宅竊盜,1081021,16~18,臺北市中正區螢圃里廈門街147巷1~30號
住宅竊盜,1081024,12~14,臺北市中正區水源里3鄰羅斯福路4段61~90號
住宅竊盜,1081024,18~20,臺北市文山區樟林里022鄰興隆路4段61~90號
住宅竊盜,1081026,14~16,臺北市士林區葫東里重慶北路4段241~270號
住宅竊盜,1081029,20~22,臺北市中山區民生西路1~30號
住宅竊盜,1081101,20~22,臺北市南港區合成里中坡北路50巷1~30號
住宅竊盜,1081105,00~02,臺北市文山區萬興里028鄰新光路1段91~120號
住宅竊盜,1081106,12~14,臺北市士林區天山里中山北路7段38巷12弄1~30號
住宅竊盜,1081106,14~16,臺北市士林區福順里重慶北路4段49巷40弄1~30號
住宅竊盜,1081107,14~16,臺北市中正區網溪里廈門街113巷1~30號
住宅竊盜,1081107,14~16,臺北市大安區龍生里瑞安街222巷1~30號
住宅竊盜,1081110,02~04,臺北市內湖區環山路1段136巷1~30號
住宅竊盜,1081112,08~10,臺北市萬華區武成街92巷1~30號
住宅竊盜,1081113,16~18,臺北市大安區黎孝里安居街35巷1~30號
住宅竊盜,1081114,12~14,臺北市內湖區民權東路6段206巷121弄31~60號
住宅竊盜,1081115,08~10,臺北市中山區民權東路2段135巷29弄1~30號
住宅竊盜,1081115,12~14,臺北市中山區松江路469巷31~60號
住宅竊盜,1081115,12~14,臺北市中山區建國北路2段33巷1~30號
住宅竊盜,1081116,16~18,臺北市內湖區文湖街21巷68弄31~60號
住宅竊盜,1081116,20~22,臺北市士林區天玉里天玉街38巷1~30號
住宅竊盜,1081120,18~20,臺北市中正區延平南路1~30號
住宅竊盜,1081121,02~04,臺北市萬華區青年路168巷49弄1~30號
住宅竊盜,1081121,08~10,臺北市信義區中興里光復南路541~570號
住宅竊盜,1081121,22~24,臺北市文山區華興里020鄰木柵路1段238巷1~30號
住宅竊盜,1081122,10~12,臺北市中山區樂群二路91~120號
住宅竊盜,1081126,20~22,臺北市文山區萬興里028鄰新光路1段91~120號
