編號,案類,發生日期,發生時段,發生地點
744,機車竊盜,1071209,00-02,臺北市大同區迪化街2段364巷1 - 30號
745,機車竊盜,1071211,18-20,臺北市中正區汀州路三段與羅斯福路四段196巷口
746,機車竊盜,1071212,15-17,臺北市大安區四維路182巷內
747,機車竊盜,1071214,12~14,臺北市萬華區成都路附近
748,機車竊盜,1071216,00-02,臺北市北投區奇岩里奇岩路181 - 210號
749,機車竊盜,1071216,06~08,臺北市信義區信義路5段150巷481 - 510號
750,機車竊盜,1071216,06~08,臺北市萬華區貴陽街二段82
751,機車竊盜,1071217,18-20,臺北市松山區八德路三段1 - 30號
752,機車竊盜,1071218,18-20,臺北市大同區重慶北路三段211 - 240號
753,機車竊盜,1071219,03~05,臺北市大安區忠孝東路四段31 - 60號
754,機車竊盜,1071219,18-20,臺北市中正區螢圃里廈門街31 - 60號
755,機車竊盜,1071220,21-23,臺北市內湖區舊宗路一段121 - 150號
756,機車竊盜,1071220,18-20,臺北市信義區忠孝東路236巷2弄內
757,機車竊盜,1071220,00-02,臺北市大同區重慶北路三段223巷1 - 30號
758,機車竊盜,1071221,09~11,臺北市大安區辛亥路二段171巷對面
759,機車竊盜,1071221,21-23,臺北市士林區福佳里文昌路91 - 120號
760,機車竊盜,1071222,12~14,臺北市北投區大業路280巷21弄1 - 30號
761,機車竊盜,1071224,21-23,臺北市文山區木新路二段79巷12弄1 - 30號
762,機車竊盜,1071224,09~11,臺北市政治大學附近
763,機車竊盜,1071224,12~14,臺北市萬華區德昌街185巷14弄
764,機車竊盜,1071225,15-17,臺北市中山區建國北路2段186巷1 - 30號
765,機車竊盜,1071225,15-17,臺北市北投區泉源路1 - 30號
766,機車竊盜,1071225,06~08,臺北市北投區中央北路二段121 - 150號
767,機車竊盜,1071225,12~14,臺北市萬華區萬大路423巷與青年路口
768,機車竊盜,1071226,09~11,臺北市萬華區寶興街80巷內
769,機車竊盜,1071227,12~14,臺北市士林區三玉里德行東路181 - 210號
770,機車竊盜,1071227,06~08,臺北市大同區延平北路2段247巷1 - 30號
771,機車竊盜,1071228,09~11,臺北市中正區汀州路一段140巷1 - 30號
772,機車竊盜,1071230,15-17,臺北市中正區新生南路一段1 - 30號
773,機車竊盜,1071230,09~11,臺北市大安區復興南路二段151巷1 - 30號
774,機車竊盜,1071231,00-02,臺北市萬華區內江街1 - 30號
775,機車竊盜,1071231,12~14,臺北市士林區承德路路3段271 - 300號
776,機車竊盜,1071231,21-23,臺北市士林區福德路1 - 30號
777,機車竊盜,1080101,03~05,臺北市大同區承德路3段91 - 120號
778,機車竊盜,1080101,00-02,臺北市萬華區東園街1 - 30號
779,機車竊盜,1080102,21-23,臺北市內湖區新湖二路與舊宗路一段路口
780,機車竊盜,1080104,15-17,臺北市北投區中央北路一段1 - 30號
781,機車竊盜,1080110,21-23,臺北市中正區南昌路一段121 - 150號
782,機車竊盜,1080110,21-23,臺北市內湖區民善街61 - 90號
783,機車竊盜,1080110,06~08,臺北市士林區天山里7鄰中山北路七段14巷5弄1 - 30號
784,機車竊盜,1080111,09~11,臺北市大安區光復南路280巷31 - 60號
785,機車竊盜,1080111,09~11,臺北市中正區南昌路一段125巷
786,機車竊盜,1080111,15-17,臺北市南港區八德路4段768巷1 - 30號
787,機車竊盜,1080111,12~14,臺北市萬華區昆明街91 - 120號
788,機車竊盜,1080112,21-23,臺北市萬華區成都路31 - 60號
789,機車竊盜,1080112,09~11,臺北市萬華區武昌街二段121 - 150號
790,機車竊盜,1080113,06~08,臺北市中山區松江路301 - 330號
791,機車竊盜,1080113,18-20,臺北市萬華區西寧南路61 - 90號
792,機車竊盜,1080113,09~11,臺北市萬華區武昌街2段82巷
793,機車竊盜,1080114,00-02,臺北市士林區中山北路與福國路口忠誠公園旁停車格
794,機車竊盜,1080114,21-23,臺北市萬華區昆明街91 - 120號
795,機車竊盜,1080115,12~14,臺北市漢口街二段34巷內
796,機車竊盜,1080116,15-17,臺北市中山區松江路108巷1 - 30號
797,機車竊盜,1080116,18-20,臺北市萬華區成都路105巷1 - 30號
798,機車竊盜,1080116,21-23,臺北市萬華區武昌街二段91 - 120號
799,機車竊盜,1080117,18-20,臺北市北投區裕民六路90巷1 - 30號
800,機車竊盜,1080118,15-17,臺北市中山區天津街31 - 60號
801,機車竊盜,1080118,09~11,臺北市中正區廈門街158巷內
802,機車竊盜,1080118,06~08,臺北市北投區明德路333巷1 - 30號
803,機車竊盜,1080120,18-20,臺北市南港區中坡北路1 - 30號
804,機車竊盜,1080120,12~14,臺北市北投區中央北路二段271 - 300號
805,機車竊盜,1080120,09~11,臺北市信義區松隆路9巷1 - 30號
806,機車竊盜,1080120,15-17,臺北市大同區歸綏街229、211 - 240號
807,機車竊盜,1080122,06~08,臺北市萬華區西寧南路1 - 30號
808,機車竊盜,1080125,00-02,臺北市萬華區萬大路301 - 330號
809,機車竊盜,1080125,12~14,臺北市萬華區長順街99巷1 - 30號
810,機車竊盜,1080125,12~14,臺北市北投區湖底路1 - 30號
811,機車竊盜,1080127,21-23,臺北市信義區信安街91 - 120號
812,機車竊盜,1080127,03~05,臺北市大同區長安西路78巷4弄1 - 30號
813,機車竊盜,1080202,09~11,臺北市萬華區西園路二段320巷56弄1 - 30號
814,機車竊盜,1080204,12~14,臺北市萬華區環河南路二段211 - 240號
815,機車竊盜,1080204,12~14,臺北市環河南路二段250巷3弄1 - 30號
816,機車竊盜,1080206,00-02,臺北市中山區中山北路二段93巷、錦州街30巷口
817,機車竊盜,1080207,03~05,臺北市信義區信義路五段121 - 150號
818,機車竊盜,1080208,18-20,臺北市信義區忠孝東路五段151 - 180號
819,機車竊盜,1080209,12~14,臺北市萬華區三水街61 - 90號
820,機車竊盜,1080210,15-17,臺北市萬華區康定路與三水街口
821,機車竊盜,1080212,03~05,臺北市萬華區康定路287巷31 - 60號
822,機車竊盜,1080213,12~14,臺北市北投區立德路1 - 30號
823,機車竊盜,1080216,06~08,臺北市中山區八德路二段174巷11弄1 - 30號
824,機車竊盜,1080216,12~14,臺北市文山區萬安街21巷1 - 30號
825,機車竊盜,1080217,03~05,臺北市中正區鄭州路台北地下街Y12出口旁人行道停車格
826,機車竊盜,1080217,15-17,臺北市北投區致遠二路95巷31 - 60號
827,機車竊盜,1080219,18-20,臺北市大安區忠孝東路4段1 - 30號
828,機車竊盜,1080224,21-23,臺北市北投區尊賢街243巷1 - 30號
829,機車竊盜,1080225,21-23,臺北市萬華區康定路331 - 360號
830,機車竊盜,1080226,09~11,臺北市北投區雙全街61 - 90號
831,機車竊盜,1080226,15-17,臺北市松山區吉祥路1 - 30號
832,機車竊盜,1080227,15-17,臺北市台北市大安區昌隆里忠孝東路3段237巷1 - 30號
833,機車竊盜,1080227,15-17,臺北市松山區南京東路5段66巷2弄1 - 30號
834,機車竊盜,1080228,18-20,臺北市大安區芳和里臥龍街121 - 150號
835,機車竊盜,1080304,18-20,臺北市內湖區南京東路6段451 - 480號
836,機車竊盜,1080304,09~11,臺北市北投區文林北路31 - 60號
837,機車竊盜,1080306,00-02,臺北市北投區東華街2段174巷1 - 30號
838,機車竊盜,1080306,12~14,臺北市萬華區東園街181 - 210號
839,機車竊盜,1080307,15-17,臺北市中正區桃源街人行道上
840,機車竊盜,1080310,18-20,臺北市北投區石牌路2段99巷31 - 60號
841,機車竊盜,1080311,15-17,臺北市士林區承德里劍潭捷運站1 - 30號出口
842,機車竊盜,1080312,06~08,臺北市萬華區漢口街二段31 - 60號
843,機車竊盜,1080312,18-20,臺北市萬華區漢口街二段31 - 60號
844,機車竊盜,1080313,00-02,臺北市士林區福佳里文昌路91 - 120號
845,機車竊盜,1080315,15-17,臺北市士林區美崙街
846,機車竊盜,1080316,16-18,臺北市北投區光明路2巷
847,機車竊盜,1080321,15-17,臺北市中山區錦州街31 - 60號
848,機車竊盜,1080323,18-20,臺北市萬華區艋舺大道路275巷1 - 30號
849,機車竊盜,1080323,03~05,臺北市萬華區桂林路151 - 180號
850,機車竊盜,1080324,18-20,臺北市中正區信義路一段1 - 30號
851,機車竊盜,1080325,18-20,臺北市北投區中央南路二段61 - 90號
852,機車竊盜,1080325,09~11,臺北市萬華區環河南路3段241 - 270號
853,機車竊盜,1080326,09~11,臺北市北投區尊賢里尊賢街264巷1 - 30號
854,機車竊盜,1080326,12~14,臺北市台北市萬華區萬大路211 - 240號
855,機車竊盜,1080328,21-23,臺北市中正區徐州18巷7弄
856,機車竊盜,1080329,21-23,臺北市士林區天和里1鄰天母路91 - 120號
857,機車竊盜,1080331,06~08,臺北市中山區林森北路85巷口
858,機車竊盜,1080401,18-20,臺北市萬華區環河南路3段31 - 60號
859,機車竊盜,1080402,15-17,臺北市士林區格致路55巷1 - 30號
860,機車竊盜,1080402,09~11,臺北市士林區福林里中山北路5段241 - 270號
861,機車竊盜,1080403,21-23,臺北市大安區大安路一段169巷1 - 30號
862,機車竊盜,1080403,09~11,臺北市內湖區文湖街1 - 30號
863,機車竊盜,1080405,21-23,臺北市中正區中山北路與忠孝東路口東北角停車彎
864,機車竊盜,1080406,06~08,臺北市信義區吳興街394巷1 - 30號
865,機車竊盜,1080406,00-02,臺北市萬華區西昌街181 - 210號
866,機車竊盜,1080408,21-23,臺北市南港區忠孝東路七段124巷17弄旁機車停車格
867,機車竊盜,1080410,06~08,臺北市士林區東山里13鄰德行東路331巷54弄1 - 30號
868,機車竊盜,1080410,00-02,臺北市松山區民族東路631 - 660號
869,機車竊盜,1080412,09~11,臺北市信義區松山路151 - 180號
870,機車竊盜,1080414,06~08,臺北市南港區成功路一段61 - 90號
871,機車竊盜,1080418,12~14,臺北市大安區新生南路與和平東路口
872,機車竊盜,1080418,06~08,臺北市中正區重慶南路1段31 - 60號
873,機車竊盜,1080418,09~11,臺北市萬華區內江街與雅江街口
874,機車竊盜,1080420,18-20,臺北市萬華區萬大路451 - 480號
875,機車竊盜,1080424,18-20,臺北市信義區松仁路121巷
876,機車竊盜,1080425,06~08,臺北市文山區指南路2段61 - 90號
877,機車竊盜,1080426,18-20,臺北市信義區和平東路三段341巷
878,機車竊盜,1080428,12~14,臺北市萬華區中華路二段606巷內
879,機車竊盜,1080429,00-02,臺北市萬華區和平西路3段331 - 360號
880,機車竊盜,1080502,18-20,臺北市中山區林森北路421 - 450號
881,機車竊盜,1080502,09~11,臺北市萬華區桂林路91 - 120號
882,機車竊盜,1080503,12~14,臺北市大安區和平東路三段228巷1 - 30號
883,機車竊盜,1080503,21-23,臺北市中正區南陽街忠孝西路口
884,機車竊盜,1080503,09~11,臺北市北投區知行路316巷1 - 30號
885,機車竊盜,1080505,12~14,臺北市內湖區安康路與安康路無名巷口
886,機車竊盜,1080505,15-17,臺北市北投區復興一路44之1 - 30號
887,機車竊盜,1080508,18-20,臺北市信義區信義路6段76巷1弄1 - 30號
888,機車竊盜,1080517,09~11,臺北市萬華區長沙街二段七號前
889,機車竊盜,1080518,18-20,臺北市北投區石牌路2段90巷1 - 30號
890,機車竊盜,1080518,21-23,臺北市士林區仁勇里小東街1 - 30號
891,機車竊盜,1080519,21-23,臺北市萬華區峨眉街125巷1 - 30號
892,機車竊盜,1080520,09~11,臺北市大同區鄭州路38巷
893,機車竊盜,1080522,12~14,臺北市中山區復興北路514巷61 - 90號
894,機車竊盜,1080522,15-17,臺北市中山區松江路451 - 480號
895,機車竊盜,1080523,12~14,臺北市內湖區舊宗路一段121 - 150號
896,機車竊盜,1080523,15-17,臺北市士林區東山里19鄰士東路286巷31 - 60號
897,機車竊盜,1080524,06~08,臺北市北投區中和街301 - 330號
898,機車竊盜,1080525,09~11,臺北市中正區館前路與襄陽路口西北角
899,機車竊盜,1080525,12~14,臺北市萬華區環河南路二段331 - 360號
900,機車竊盜,1080526,21-23,臺北市南港區忠孝東路七段265巷口
901,機車竊盜,1080526,21-23,臺北市松壽路1 - 30號
902,機車竊盜,1080530,00-02,臺北市北投區溫泉路121 - 150號
903,機車竊盜,1080530,18-20,臺北市士林區福佳里美崙街86巷1 - 30號
904,機車竊盜,1080530,21-23,臺北市士林區文昌路91 - 120號
905,機車竊盜,1080531,06~08,臺北市大同區重慶北路2段97巷1 - 30號
906,機車竊盜,1080601,18-20,臺北市士林區福德路1 - 30號
907,機車竊盜,1080603,09~11,臺北市大同區承德路三段299巷1 - 30號
908,機車竊盜,1080603,06~08,臺北市萬華區和平西路三段271 - 300號
909,機車竊盜,1080606,15-17,臺北市中山區民權東路2段1 - 30號
910,機車竊盜,1080606,18-20,臺北市大同區民生西路211 - 240號
911,機車竊盜,1080607,00-02,臺北市中山區市民大道一段
912,機車竊盜,1080609,12~14,臺北市北投區石牌路一段39巷121 - 150號
913,機車竊盜,1080610,12~14,臺北市內湖區潭美街安美街口旁河濱樓梯下方
914,機車竊盜,1080610,21-23,臺北市信義區吳興街31 - 60號
915,機車竊盜,1080611,00-02,臺北市中山區中山北路二段137巷31 - 60號
916,機車竊盜,1080611,00-02,臺北市士林區葫蘆里18鄰中正路631 - 660號
917,機車竊盜,1080613,09~11,臺北市南港區興中路61 - 90號
918,機車竊盜,1080613,06~08,臺北市信義區永吉路278巷58弄1 - 30號
919,機車竊盜,1080613,21-23,臺北市大同區承德路3段1 - 30號
920,機車竊盜,1080614,15-17,臺北市士林區忠誠里中山北路六段61 - 90號
921,機車竊盜,1080616,12~14,臺北市北投區中和街241 - 270號
922,機車竊盜,1080616,18-20,臺北市士林區葫蘆里16鄰延平北路5段285巷61 - 90號
923,機車竊盜,1080616,00-02,臺北市信義區崇德街31 - 60號
924,機車竊盜,1080616,06~08,臺北市大同區太原路61 - 90號
925,機車竊盜,1080616,03~05,臺北市萬華區和平西路三段331 - 360號
926,機車竊盜,1080617,15-17,臺北市中山區新生北路三段31 - 60號
927,機車竊盜,1080617,12~14,臺北市大同區延平北路2段61巷1 - 30號
928,機車竊盜,1080618,09~11,臺北市文山區指南路二段45巷8弄1 - 30號
929,機車竊盜,1080618,06~08,臺北市士林區葫蘆里18鄰中正路631 - 660號
930,機車竊盜,1080618,00-02,臺北市大同區鄭州路121 - 150號
931,機車竊盜,1080618,00-002,臺北市大同區承德路3段85巷
932,機車竊盜,1080619,18-20,臺北市內湖區民權東路六段180巷77弄1 - 30號
933,機車竊盜,1080619,06~08,臺北市士林區社子里7鄰社正路64巷1弄1 - 30號
934,機車竊盜,1080620,15-17,臺北市士林區仁勇里9鄰文林路181 - 210號
935,機車竊盜,1080620,18-20,臺北市松山區八德路四段751 - 780號
936,機車竊盜,1080620,15-17,臺北市大安區羅斯福路4段1 - 30號
937,機車竊盜,1080621,21-23,臺北市南港區舊莊街一段181 - 210號
938,機車竊盜,1080622,15-17,臺北市內湖區東湖路113巷49弄121 - 150號
939,機車竊盜,1080623,16-18,臺北市中正區市民天津路口
940,機車竊盜,1080623,06~08,臺北市文山區木柵路1段331 - 360號
941,機車竊盜,1080625,06~08,臺北市中正區漢口街一段1 - 30號
942,機車竊盜,1080625,09~11,臺北市士林區葫蘆里延平北路5段211 - 240號
943,機車竊盜,1080625,21-23,臺北市大同區民權西路91 - 120號
944,機車竊盜,1080626,00-02,臺北市萬華區萬大路271 - 300號
945,機車竊盜,1080626,03~05,臺北市中正區中華路2段121 - 150號
946,機車竊盜,1080627,06~08,臺北市士林區葫蘆里延平北路5段257巷2弄1 - 30號
947,機車竊盜,1080627,18-20,臺北市大同區民生西路61 - 90號
948,機車竊盜,1080628,06~08,臺北市士林區中正路635巷1 - 30號
949,機車竊盜,1080629,18-20,臺北市文山區博嘉里和平東路4段361 - 390號
950,機車竊盜,1080629,18-20,臺北市士林區葫蘆里13鄰延平北路五段285巷31 - 60號
951,機車竊盜,1080701,21-23,臺北市中山區撫順街31 - 60號
952,機車竊盜,1080701,21-23,臺北市士林區福佳里文昌路91 - 120號
953,機車竊盜,1080704,18-20,臺北市信義區嘉興街133巷
954,機車竊盜,1080704,06~08,臺北市大同區民族西路252巷
955,機車竊盜,1080705,06~08,臺北市文山區興光里9鄰興隆路3段151 - 180號
956,機車竊盜,1080707,03~05,臺北市信義區基隆路一段331 - 360號
957,機車竊盜,1080708,18-20,臺北市北投區尊賢街302巷1 - 30號
958,機車竊盜,1080708,06~08,臺北市北投區承德路7段391 - 420號
959,機車竊盜,1080708,09~11,臺北市萬華區桂林路244巷61 - 90號
960,機車竊盜,1080709,09~11,臺北市萬華區武成街101巷6弄1 - 30號
961,機車竊盜,1080710,15-17,臺北市中正區中山南路1 - 30號
962,機車竊盜,1080710,00-02,臺北市內湖區康寧路3段189巷31 - 60號
963,機車竊盜,1080710,21-23,臺北市萬華區西寧南路1 - 30號
964,機車竊盜,1080711,03~05,臺北市中山區林森北路與民權東路口
965,機車竊盜,1080711,15-17,臺北市士林區中山北路五段190巷
966,機車竊盜,1080713,15-17,臺北市中山區天津街31 - 60號
967,機車竊盜,1080714,00-02,臺北市士林區仁勇里大北路31 - 60號
968,機車竊盜,1080714,21-23,臺北市萬華區長沙街二段與漢中街口
969,機車竊盜,1080715,18-20,臺北市中山區建國北路三段榮星花園西側停車格
970,機車竊盜,1080716,09~11,臺北市中正區衡陽路與博愛路口
971,機車竊盜,1080716,12~14,臺北市南港區玉成街201巷2弄1 - 30號
972,機車竊盜,1080716,12~14,臺北市士林區福順里延平北路5段121 - 150號
973,機車竊盜,1080716,12~14,臺北市士林區舊佳里前街21巷
974,機車竊盜,1080716,03~05,臺北市信義區忠孝東路5段492巷
975,機車竊盜,1080717,09~11,臺北市文山區興隆路三段241 - 270號
976,機車竊盜,1080717,00-02,臺北市士林區通河東街一段200巷內
977,機車竊盜,1080717,00-02,臺北市士林區福佳里新光醫院旁
978,機車竊盜,1080717,15-17,臺北市信義區虎林街101巷1 - 30號
979,機車竊盜,1080717,15-17,臺北市萬華區萬大路237巷1 - 30號
980,機車竊盜,1080720,03~05,臺北市中山區錦州街4巷1 - 30號
981,機車竊盜,1080720,15-17,臺北市中山區樂群三路211 - 240號
982,機車竊盜,1080722,09~11,臺北市中正區中山南路2巷
983,機車竊盜,1080722,12~14,臺北市北投區大度路三段151 - 180號
984,機車竊盜,1080723,12~14,臺北市中山區錦州街301 - 330號
985,機車竊盜,1080725,03~05,臺北市大安區安居街61 - 90號
986,機車竊盜,1080726,06~08,臺北市信義區和平東路3段391巷8弄31 - 60號
987,機車竊盜,1080727,12~14,臺北市中正區西藏路1 - 30號
988,機車竊盜,1080727,09~11,臺北市南港區成福路171巷40弄1 - 30號
989,機車竊盜,1080728,15-17,臺北市大同區鄭州路121 - 150號
990,機車竊盜,1080728,00-02,臺北市萬華區開封街二段66之1 - 30號
991,機車竊盜,1080730,09~11,臺北市大同區南京西路18巷1 - 30號
992,機車竊盜,1080730,12~14,臺北市萬華區和平西路3段31 - 60號
993,機車竊盜,1080801,15-17,臺北市士林區臨溪里至善路2段31 - 60號
994,機車竊盜,1080801,21-23,臺北市士林區天福里忠誠路路2段154巷23弄1之1 - 30號
995,機車竊盜,1080801,18-20,臺北市士林區三玉里9鄰忠誠路二段21巷45弄1 - 30號
996,機車竊盜,1080801,21-23,臺北市士林區義信里福德路84巷1 - 30號
997,機車竊盜,1080803,09~11,臺北市信義區富陽街55巷1 - 30號
998,機車竊盜,1080803,00-02,臺北市萬華區西寧南路
999,機車竊盜,1080803,03~05,臺北市萬華區昆明街31 - 60號
1000,機車竊盜,1080804,00-02,臺北市信義區信義路六段61 - 90號
1001,機車竊盜,1080805,18-20,臺北市南港區忠孝東路七段415巷旁
1002,機車竊盜,1080807,21-23,臺北市北投區承德路七段241 - 270號
1003,機車竊盜,1080807,03~05,臺北市松山區八德路2段346巷7弄1 - 30號
1004,機車竊盜,1080807,06~08,臺北市大同區承德路三段241 - 270號
1005,機車竊盜,1080808,06~08,臺北市內湖區康樂街72巷17弄31 - 60號
1006,機車竊盜,1080808,21-23,臺北市內湖區大湖里成功路4段331 - 360號
1007,機車竊盜,1080809,06~08,臺北市中山區民生西路3巷內
1008,機車竊盜,1080809,15-17,臺北市萬華區國興路1巷1 - 30號
1009,機車竊盜,1080810,21-23,臺北市大安區信義路4段186巷
1010,機車竊盜,1080810,06~08,臺北市文山區辛亥路5段31 - 60號
1011,機車竊盜,1080810,09~11,臺北市北投區關渡里知行路331 - 360號
1012,機車竊盜,1080810,18-20,臺北市信義區莊敬路341巷31 - 60號
1013,機車竊盜,1080810,06~08,臺北市信義區吳興街269巷1弄1 - 30號
1014,機車竊盜,1080811,12~14,臺北市信義區虎林街242巷1 - 30號
1015,機車竊盜,1080812,21-23,臺北市信義區中坡南路162巷1 - 30號
1016,機車竊盜,1080812,15-17,臺北市松山區復興北路31 - 60號
1017,機車竊盜,1080812,18-20,臺北市大同區承德路1段與太原路115巷口
1018,機車竊盜,1080813,18-20,臺北市中正區中山北路一段
1019,機車竊盜,1080813,21-23,臺北市士林區福安里12鄰延平北路8段2巷153弄1 - 30號
1020,機車竊盜,1080813,03~05,臺北市信義區福德街31 - 60號
1021,機車竊盜,1080813,00-02,臺北市信義區永吉路278巷57弄1 - 30號
1022,機車竊盜,1080813,06~08,臺北市信義區松隆路1 - 30號
1023,機車竊盜,1080815,15-17,臺北市萬華區西園路2段241 - 270號
1024,機車竊盜,1080816,06~08,臺北市北投區溫泉路與奇岩路口
1025,機車竊盜,1080816,00-02,臺北市大同區民樂街121 - 150號
1026,機車竊盜,1080817,12~14,臺北市大同區南京西路167巷1 - 30號
1027,機車竊盜,1080818,18-20,臺北市中山區撫順街與撫順街41巷路口
1028,機車竊盜,1080818,09~11,臺北市士林區中山北路六段2巷1 - 30號
1029,機車竊盜,1080821,06~08,臺北市萬華區康定路25巷與昆明街口
1030,機車竊盜,1080822,18-20,臺北市內湖區康寧里19鄰康寧路3段189巷93弄1 - 30號
1031,機車竊盜,1080822,15-17,臺北市士林區百齡里9鄰福港街259巷13弄1 - 30號
1032,機車竊盜,1080823,21-23,臺北市士林區義信里大東路15之1 - 30號
1033,機車竊盜,1080824,06~08,臺北市中山區松江路204巷1 - 30號
1034,機車竊盜,1080824,18-20,臺北市南港區忠孝東路6段271 - 300號
1035,機車竊盜,1080824,03~05,臺北市信義區松廉路61 - 90號
1036,機車竊盜,1080824,09~11,臺北市萬華區萬大路571 - 600號
1037,機車竊盜,1080824,12~14,臺北市萬華區萬大路91 - 120號
1038,機車竊盜,1080825,09~11,臺北市大安區通化街175巷10弄內
1039,機車竊盜,1080826,03~05,臺北市萬華區成都路1 - 30號
1040,機車竊盜,1080828,15-17,臺北市南港區南港路一段277巷
1041,機車竊盜,1080828,21-23,臺北市萬華區西園路二段50巷旁
1042,機車竊盜,1080829,21-23,臺北市中正區新生南路一段31 - 60號
1043,機車竊盜,1080829,21-23,臺北市信義區松山路301 - 330號
1044,機車竊盜,1080831,06~08,臺北市文山區興得里7鄰辛亥路5段1 - 30號
1045,機車竊盜,1080901,15-17,臺北市大安區大安路一段75巷口
1046,機車竊盜,1080902,21-23,臺北市中正區金山南路一段121 - 150號
1047,機車竊盜,1080904,03~05,臺北市大安區光復南路200巷1 - 30號
1048,機車竊盜,1080907,18-20,臺北市大安區仁愛路三段24巷
1049,機車竊盜,1080907,12~14,臺北市大同區環河北路一段271 - 300號
1050,機車竊盜,1080908,15-17,臺北市文山區木柵里19鄰秀明路1段185巷34弄1 - 30號
1051,機車竊盜,1080908,21-23,臺北市大同區民權西路211 - 240號
1052,機車竊盜,1080908,15-17,臺北市萬華區和平西路三段1 - 30號
1053,機車竊盜,1080910,06~08,臺北市信義區信義路5段150巷1 - 30號
1054,機車竊盜,1080912,03~05,臺北市文山區興邦里12鄰興隆路二段203巷31 - 60號
1055,機車竊盜,1080914,21-23,臺北市中正區博愛路1 - 30號
1056,機車竊盜,1080914,12~14,臺北市信義區和平東路3段151 - 180號
1057,機車竊盜,1080915,18-20,臺北市南港區南港路一段287巷4弄
1058,機車竊盜,1080916,18-20,臺北市士林區社子里百齡橋堤外平面停車場
1059,機車竊盜,1080916,09~11,臺北市大同區蘭州街89巷1弄
1060,機車竊盜,1080917,15-17,臺北市文山區興得里9鄰興隆路3段31 - 60號
1061,機車竊盜,1080917,15-17,臺北市北投區學園路左側
1062,機車竊盜,1080918,00-02,臺北市萬華區成都路1 - 30號
1063,機車竊盜,1080921,09~11,臺北市萬華區萬大路481 - 510號
1064,機車竊盜,1080922,15-17,臺北市信義區忠孝東路五段372巷27弄61 - 90號
1065,機車竊盜,1080923,15-17,臺北市大同區民權西路151 - 180號
1066,機車竊盜,1080925,03~05,臺北市北投區懷德街31 - 60號
1067,機車竊盜,1080925,00-02,臺北市北投區自強街61巷1 - 30號
1068,機車竊盜,1081001,15-17,臺北市萬華區東園街14巷
1069,機車竊盜,1081002,09~11,臺北市中山區龍江路394巷31 - 60號
1070,機車竊盜,1081002,18-20,臺北市北投區知行路225巷1 - 30號
1071,機車竊盜,1081002,21-23,臺北市萬華區萬大路449巷1 - 30號
1072,機車竊盜,1081002,03~05,臺北市萬華區昆明街241 - 270號
1073,機車竊盜,1081005,06~08,臺北市士林區葫蘆里18鄰中正路635巷內
1074,機車竊盜,1081006,09~11,臺北市民生西路3巷內
1075,機車竊盜,1081006,15-17,臺北市中正區博愛路1 - 30號
1076,機車竊盜,1081009,12~14,臺北市文山區羅斯福路5段218巷1 - 30號
1077,機車竊盜,1081009,03~05,臺北市萬華區洛陽停車場環河南路一段出口旁人行道上
1078,機車竊盜,1081010,09~11,臺北市文山區公館街31 - 60號
1079,機車竊盜,1081010,18-20,臺北市士林區陽明里華岡路47巷1 - 30號
1080,機車竊盜,1081010,18-20,臺北市萬華區西寧南路211 - 240號
1081,機車竊盜,1081011,15-17,臺北市中山區林森北路241 - 270號
1082,機車竊盜,1081012,09~11,臺北市中山區林森北路271 - 300號
1083,機車竊盜,1081013,00-02,臺北市萬華區長順街48巷1 - 30號
1084,機車竊盜,1081019,21-23,臺北市大同區萬全街1 - 30號
1085,機車竊盜,1081020,21-23,臺北市萬華區貴陽街二段31 - 60號
1086,機車竊盜,1081021,06~08,臺北市中山區林森北路與市民大道周遭
1087,機車竊盜,1081023,21-23,臺北市士林區福佳里文昌路91 - 120號
1088,機車竊盜,1081024,00-02,臺北市中正區建國里寶慶路31 - 60號
1089,機車竊盜,1081024,18-20,臺北市萬華區長順街46巷31 - 60號
1090,機車竊盜,1081025,09~11,臺北市文山區興泰里1鄰興隆路2段271 - 300號
1091,機車竊盜,1081025,12~14,臺北市萬華區昆明路31 - 60號
1092,機車竊盜,1081026,12~14,臺北市士林區重慶北路4段241 - 270號
1093,機車竊盜,1081028,09~11,臺北市中正區漢口街1段80巷6弄
1094,機車竊盜,1081028,00-02,臺北市士林區仁勇里大西路61 - 90號
1095,機車竊盜,1081029,18-20,臺北市中山區民權東路1段71巷
1096,機車竊盜,1081029,15-17,臺北市大安區文昌街278巷1 - 30號
1097,機車竊盜,1081029,15-17,臺北市大同區長安西路271 - 300號
1098,機車竊盜,1081030,15-17,臺北市士林區忠義街71巷1 - 30號
1099,機車竊盜,1081031,18-20,臺北市中山區錦西街1 - 30號
1100,機車竊盜,1081031,21-23,臺北市大同區淡三號水門
1101,機車竊盜,1081101,12~14,臺北市北投區
1102,機車竊盜,1081102,06~08,臺北市中正區汀洲路2段31 - 60號
1103,機車竊盜,1081104,06~08,臺北市民生東路一段27巷1 - 30號
1104,機車竊盜,1081105,12~14,臺北市大同區鄭州路121 - 150號
1105,機車竊盜,1081108,15-17,臺北市中山區民族東路410巷1 - 30號
1106,機車竊盜,1081108,00-02,臺北市士林區福華里和豐街31 - 60號
1107,機車竊盜,1081111,21-23,臺北市大安區市民大道三段151 - 180號
1108,機車竊盜,1081112,21-23,臺北市士林區三玉里14鄰忠誠路2段31 - 60號
1109,機車竊盜,1081114,12~14,臺北市萬華區洛陽街1 - 30號
