編號,案類,發生日期,發生時段,發生地點
373,機車竊盜,1070625,15-17,臺北市北投區大度、立德路口附近
374,機車竊盜,1070627,06~08,臺北市大同區承德路3段與庫倫街口
375,機車竊盜,1070628,03~05,臺北市大安區光復南路628巷口
376,機車竊盜,1070628,21-23,臺北市文山區景仁里羅斯福路六段31 - 60號
377,機車竊盜,1070628,21-23,臺北市內湖區安康路226巷1 - 30號
378,機車竊盜,1070629,09~11,臺北市士林區承德路四段12巷1 - 30號
379,機車竊盜,1070629,09~11,臺北市士林區承德里承德路四段2巷1 - 30號
380,機車竊盜,1070629,13-15,臺北市信義區林口街52巷1 - 30號
381,機車竊盜,1070630,18-20,臺北市南港區舊莊里研究院路2段61巷1 - 30號
382,機車竊盜,1070630,09~11,臺北市萬華區西藏路241 - 270號
383,機車竊盜,1070702,00-02,臺北市萬華區長沙街二段91 - 120號
384,機車竊盜,1070703,06~08,臺北市中正區南海路二巷
385,機車竊盜,1070703,09~11,臺北市萬華區萬大路277巷31 - 60號
386,機車竊盜,1070704,09~11,臺北市內湖區康樂街151巷口
387,機車竊盜,1070704,15-17,臺北市松山區八德路4段751 - 780號
388,機車竊盜,1070704,12~14,臺北市萬華區永福街與貴陽街二段82巷口
389,機車竊盜,1070705,03~05,臺北市內湖區石潭里1鄰成功路二段115巷47弄31 - 60號
390,機車竊盜,1070705,09~11,臺北市北投區大業路691 - 720號
391,機車竊盜,1070705,12~14,臺北市北投區崇仁路一段與三合街
392,機車竊盜,1070705,12~14,臺北市松山區延壽街330巷17弄1 - 30號
393,機車竊盜,1070705,21-23,臺北市大同區重慶北路三段與重慶北路三段136巷口
394,機車竊盜,1070706,18-20,臺北市中山區雙城街46巷1 - 30號
395,機車竊盜,1070706,15-17,臺北市新生北路3段56巷1 - 30號
396,機車竊盜,1070706,00-02,臺北市大安區通化街19巷6弄
397,機車竊盜,1070706,06~08,臺北市大同區民族西路225巷1 - 30號
398,機車竊盜,1070707,18-20,臺北市中山區建國北路三段75巷1 - 30號
399,機車竊盜,1070707,15-17,臺北市士林區承德路五段61 - 90號
400,機車竊盜,1070708,21-23,臺北市中正區林森北路9巷1 - 30號
401,機車竊盜,1070709,18-20,臺北市中山區吉林路91 - 120號
402,機車竊盜,1070710,12~14,臺北市中山區錦州街30巷1 - 30號
403,機車竊盜,1070710,03~05,臺北市大同區迪化街2段301 - 330號
404,機車竊盜,1070711,15-17,臺北市內湖區成功路4段324巷口
405,機車竊盜,1070711,18-20,臺北市忠孝東路4段181巷7弄1 - 30號
406,機車竊盜,1070712,09~11,臺北市中山區建國北路三段81巷1 - 30號
407,機車竊盜,1070712,21-23,臺北市文山區樟林里24鄰興隆路4段62巷1 - 30號
408,機車竊盜,1070712,15-17,臺北市信義區松山路301 - 330號
409,機車竊盜,1070713,09~11,臺北市信義區莊敬路391 - 420號
410,機車竊盜,1070713,03~05,臺北市大同區一帶
411,機車竊盜,1070713,12~14,臺北市萬華區中華路二段511 - 540號
412,機車竊盜,1070714,18-20,臺北市中山區林森北路421 - 450號
413,機車竊盜,1070714,18-20,臺北市萬華區長順街107巷1 - 30號
414,機車竊盜,1070714,12~14,臺北市萬華區廣州街121 - 150號
415,機車竊盜,1070715,12~14,臺北市信義區虎林街272巷內
416,機車竊盜,1070715,15-17,臺北市內湖區港墘路31 - 60號
417,機車竊盜,1070716,06~08,臺北市中山區吉林路379巷口附近
418,機車竊盜,1070716,09~11,臺北市北投區大業路280巷1 - 30號
419,機車竊盜,1070716,06~8,臺北市大同區迪化街2段301 - 330號
420,機車竊盜,1070717,06~08,臺北市中山區中山北路二段11巷
421,機車竊盜,1070717,00-02,臺北市大安區仁愛路345巷1 - 30號
422,機車竊盜,1070717,00-02,臺北市南港區南港路三段330巷內
423,機車竊盜,1070718,15-17,臺北市士林區蘭雅里德行東路37巷
424,機車竊盜,1070718,18-20,臺北市萬華區和平西路三段華江橋下機車停車場
425,機車竊盜,1070718,15-17,臺北市萬華區武昌街二段124之2
426,機車竊盜,1070719,12~14,臺北市中山區松江路61 - 90號
427,機車竊盜,1070719,12~14,臺北市中正區汀州路二段55巷內
428,機車竊盜,1070719,06~08,臺北市萬華區西園路二段320巷36弄附近
429,機車竊盜,1070720,18-20,臺北市中山區林森北路481 - 510號
430,機車竊盜,1070720,06~08,臺北市中山區合江街36巷31 - 60號
431,機車竊盜,1070720,12~14,臺北市中山區松江路271 - 300號
432,機車竊盜,1070721,00-02,臺北市大安區安和路一段112巷1 - 30號
433,機車竊盜,1070721,18-20,臺北市萬華區貴陽街二段211 - 240號
434,機車竊盜,1070722,18-20,臺北市延平北路3段夜市一帶
435,機車竊盜,1070723,21-23,臺北市大安區通化街39巷49弄1 - 30號
436,機車竊盜,1070723,18-20,臺北市大同區鄭州路塔城街附近
437,機車竊盜,1070724,06~08,臺北市萬華區環河南路241 - 270號
438,機車竊盜,1070726,06~08,臺北市大同區重慶北路一段26巷9弄1 - 30號
439,機車竊盜,1070726,12~14,臺北市萬華區中華路二段364巷22弄
440,機車竊盜,1070727,09~11,臺北市文山區木新路二段241 - 270號
441,機車竊盜,1070727,03~05,臺北市大同區重慶北路3段241 - 270號
442,機車竊盜,1070727,15-17,臺北市萬華區西園路2段271 - 300號
443,機車竊盜,1070728,21-23,臺北市大安區延吉街131巷1弄1 - 30號
444,機車竊盜,1070728,09~11,臺北市中正區羅斯福路四段12巷內
445,機車竊盜,1070728,06~08,臺北市文山區木新路3段241 - 270號
446,機車竊盜,1070728,03~05,臺北市南港區研究院路一段2巷1 - 30號
447,機車竊盜,1070728,15-17,臺北市大同區市民大道附近巷弄
448,機車竊盜,1070729,15-17,臺北市大安區師大路49巷口附近
449,機車竊盜,1070731,18-20,臺北市大同區延平北路1段69巷
450,機車竊盜,1070801,09~11,臺北市中山區長安西路40巷10弄1 - 30號
451,機車竊盜,1070801,15-17,臺北市大同區承德路1段1 - 30號
452,機車竊盜,1070802,06~08,臺北市士林區蘭雅里中山北路6段290巷7弄
453,機車竊盜,1070802,18-20,臺北市士林區蘭雅里德行東路109巷73弄1 - 30號
454,機車竊盜,1070802,06~08,臺北市信義區嘉興街181巷1 - 30號
455,機車竊盜,1070802,18-20,臺北市信義區虎林街70巷31 - 60號
456,機車竊盜,1070803,18-20,臺北市萬華區康定路301 - 330號
457,機車竊盜,1070804,18-20,臺北市北投區振興街31 - 60號
458,機車竊盜,1070804,00-02,臺北市萬華區環河南路路二段125巷1 - 30號
459,機車竊盜,1070805,21-23,臺北市中山區松江路431巷1 - 30號
460,機車竊盜,1070805,18-20,臺北市大安區潮州街26巷1 - 30號
461,機車竊盜,1070806,09~11,臺北市中山區龍江路394巷31 - 60號
462,機車竊盜,1070806,18-20,臺北市萬華區堤外便道路邊機車停車格
463,機車竊盜,1070807,12~14,臺北市臺電大樓1 - 30號出口
464,機車竊盜,1070807,12~14,臺北市信義區忠孝東路5段423巷1 - 30號
465,機車竊盜,1070807,15-17,臺北市松山區復興南路一段31 - 60號
466,機車竊盜,1070808,12~14,臺北市中正區台電大樓捷運站1 - 30號
467,機車竊盜,1070808,18-20,臺北市文山區萬安街37巷1 - 30號
468,機車竊盜,1070808,15-17,臺北市大同區西寧北路62之1 - 30號
469,機車竊盜,1070808,06~08,臺北市開封街2段31 - 60號
470,機車竊盜,1070809,18-20,臺北市士林區富光里21鄰葫蘆街61 - 90號
471,機車竊盜,1070809,03~05,臺北市松山區八德路3段158巷20弄1 - 30號
472,機車竊盜,1070809,12~14,臺北市大同區承德路三段176巷1 - 30號
473,機車竊盜,1070809,18-20,臺北市萬華區漢口街2段61 - 90號
474,機車竊盜,1070810,15-17,臺北市大安區潮州街26巷1 - 30號
475,機車竊盜,1070811,09~11,臺北市台北市大安區通化街171巷30弄1 - 30號
476,機車竊盜,1070811,03~05,臺北市中正區南門里和平西路路2段61 - 90號
477,機車竊盜,1070811,15-17,臺北市大同區承德路1段41巷口弄
478,機車竊盜,1070812,06~08,臺北市信義區虎林街101巷1 - 30號
479,機車竊盜,1070813,00-02,臺北市中正區中華路路二段315巷1 - 30號
480,機車竊盜,1070814,06~08,臺北市萬華區華江里環河南路2段151 - 180號
481,機車竊盜,1070815,18-20,臺北市中正區汀洲路二段同安街口
482,機車竊盜,1070815,12~14,臺北市文山區興隆路四段上
483,機車竊盜,1070815,15-17,臺北市北投區明德捷運站周邊道路
484,機車竊盜,1070815,15-17,臺北市萬華區雙園街61 - 90號
485,機車竊盜,1070816,03~05,臺北市大安區芳和里15鄰和平東路3段212巷31 - 60號
486,機車竊盜,1070816,12~14,臺北市大安區通化街151 - 180號
487,機車竊盜,1070816,03~05,臺北市大安區信義路四段30巷27弄1 - 30號
488,機車竊盜,1070816,03~05,臺北市萬華區大理街160巷19弄31 - 60號
489,機車竊盜,1070817,15-17,臺北市中山區南京東路二段91 - 120號
490,機車竊盜,1070817,18-20,臺北市大安區通化街108巷之口
491,機車竊盜,1070818,09~11,臺北市中山區聚盛里新生北路2段91 - 120號
492,機車竊盜,1070818,09~11,臺北市中山區中山北路二段77巷1 - 30號
493,機車竊盜,1070818,06~08,臺北市大安區臨江街40巷1 - 30號
494,機車竊盜,1070818,06~08,臺北市中正區中華路二段31 - 60號
495,機車竊盜,1070818,09~11,臺北市文山區興安里14鄰仙岩路16巷51弄1 - 30號
496,機車竊盜,1070819,21-23,臺北市南港區忠孝東路六段181 - 210號
497,機車竊盜,1070820,12~14,臺北市中正區開封街1段61 - 90號
498,機車竊盜,1070822,09~11,臺北市中山區農安街1 - 30號
499,機車竊盜,1070822,06~08,臺北市中山區新生北路3段1 - 30號
500,機車竊盜,1070822,03~05,臺北市中山區德惠街193巷1 - 30號
501,機車竊盜,1070822,09~11,臺北市中正區南陽街23巷
502,機車竊盜,1070823,12~14,臺北市北投區西安街二段石牌路口
503,機車竊盜,1070823,12~14,臺北市萬華區民和街55巷1 - 30號
504,機車竊盜,1070824,06~08,臺北市中山區中山北路與市民大道
505,機車竊盜,1070824,09~11,臺北市大安區龍坡里21鄰泰順街31 - 60號
506,機車竊盜,1070824,06~8,臺北市文山區萬美街1段91 - 120號
507,機車竊盜,1070824,18-20,臺北市士林區舊佳里中正路241 - 270號
508,機車竊盜,1070824,12~14,臺北市信義區吳興街511 - 540號
509,機車竊盜,1070825,21-23,臺北市中正區杭州南路一段143巷與杭州南路口附近
510,機車竊盜,1070825,12~14,臺北市內湖區基湖路與內湖路一段
511,機車竊盜,1070825,09~11,臺北市信義區和平東路三段151 - 180號
512,機車竊盜,1070825,21-23,臺北市萬華區和平西路3段55巷
513,機車竊盜,1070826,06~08,臺北市大安區光復南路676巷口人行道
514,機車竊盜,1070826,15-17,臺北市松山區南京東路四段75巷1 - 30號
515,機車竊盜,1070826,09~11,臺北市大同區太原路91 - 120號
516,機車竊盜,1070827,12~14,臺北市中山區華陰街24巷1 - 30號
517,機車竊盜,1070827,06~08,臺北市中山區松江路295之1 - 30號
518,機車竊盜,1070827,06~08,臺北市信義區忠孝東路4段511 - 540號
519,機車竊盜,1070828,21-23,臺北市內湖區瑞光路513巷22弄旁
520,機車竊盜,1070828,00-02,臺北市萬華區民和街31 - 60號
521,機車竊盜,1070829,21-23,臺北市中山區大直街61 - 90號
522,機車竊盜,1070829,09~11,臺北市士林區福順里12鄰延平北路五段91 - 120號
523,機車竊盜,1070830,06~08,臺北市中正區中山南路與常德街口
524,機車竊盜,1070831,12~14,臺北市大安區羅斯福路四段1~30號
525,機車竊盜,1070901,06~08,臺北市大安區復興南路2段171巷1 - 30號
526,機車竊盜,1070901,09~11,臺北市松山區南京東路四段179巷3弄機車停車格
527,機車竊盜,1070902,15-17,臺北市大安區市民大道三段128巷
528,機車竊盜,1070903,06~08,臺北市大安區德安里003鄰大安路1段211 - 240號
529,機車竊盜,1070903,21-23,臺北市大安區仁愛路4段1 - 30號
530,機車竊盜,1070903,12~14,臺北市松山區民權東路3段106巷15弄附近
531,機車竊盜,1070903,09~11,臺北市大同區太原路133巷1 - 30號
532,機車竊盜,1070904,15-17,臺北市信義區光復南路541 - 570號
533,機車竊盜,1070905,15-17,臺北市中山區長春路與一江街7-11超商附近
534,機車竊盜,1070905,06~08,臺北市士林區通河東街2段20巷、通河東街1段10巷5弄口
535,機車竊盜,1070905,12~14,臺北市信義區松仁路202巷2弄31 - 60號
536,機車竊盜,1070905,06~08,臺北市萬華區西園路二段一帶
537,機車竊盜,1070906,18-20,臺北市中山區民權東路二段1 - 30號
538,機車竊盜,1070906,18-20,臺北市重慶南路一段一帶
539,機車竊盜,1070906,15-17,臺北市文山區景華街121巷2弄1 - 30號
540,機車竊盜,1070906,06~08,臺北市文山區萬芳里9鄰萬安街121 - 150號
541,機車竊盜,1070906,06~08,臺北市北投區立農街一段301 - 330號
542,機車竊盜,1070906,12~14,臺北市松山區南京東路4段52巷
543,機車竊盜,1070907,12~14,臺北市中山區民生東路一段23巷1 - 30號
544,機車竊盜,1070907,12~14,臺北市中山區渭水路31 - 60號
545,機車竊盜,1070907,06~08,臺北市信義區中坡南路121 - 150號
546,機車竊盜,1070908,06~08,臺北市松山區八德路四段106巷6弄1 - 30號
547,機車竊盜,1070909,00-02,臺北市新生南路三段31 - 60號
548,機車竊盜,1070909,00-02,臺北市士林區社新里25鄰社子街121 - 150號
549,機車竊盜,1070910,15-17,臺北市大安區仁愛路四段300巷26弄1 - 30號
550,機車竊盜,1070910,21-23,臺北市信義區和平東路3段509巷31 - 60號
551,機車竊盜,1070911,12~14,臺北市士林區福順里15鄰葫東街10巷1 - 30號
552,機車竊盜,1070912,09~11,臺北市松山區敦化北路145巷61 - 90號
553,機車竊盜,1070912,15-17,臺北市大同區哈密街91 - 120號
554,機車竊盜,1070913,15-17,臺北市中正區延平南路171巷
555,機車竊盜,1070913,15-17,臺北市士林區義信里14鄰基河路121 - 150號
556,機車竊盜,1070913,21-23,臺北市松山區光復南路31 - 60號
557,機車竊盜,1070914,12~14,臺北市中山區林森北路541 - 570號
558,機車竊盜,1070914,15-17,臺北市士林區福華里通河街91 - 120號
559,機車竊盜,1070915,06~08,臺北市北投區清江路177巷2弄31 - 60號
560,機車竊盜,1070915,12~14,臺北市北投區中央里8鄰中正街1 - 30號
561,機車竊盜,1070915,21-23,臺北市士林區承德路四段一帶往北市方向
562,機車竊盜,1070916,18-20,臺北市中山區中山北路三段61 - 90號
563,機車竊盜,1070916,18-20,臺北市中正區善導寺捷運站附近
564,機車竊盜,1070916,18-20,臺北市萬華區廣州街與昆明街一帶
565,機車竊盜,1070917,18-20,臺北市萬華區桂林路244巷1 - 30號
566,機車竊盜,1070918,06~08,臺北市信義區松勇路
567,機車竊盜,1070918,18-20,臺北市大同區承德路2段1 - 30號
568,機車竊盜,1070919,06~8,臺北市文山區木柵路1段76巷1 - 30號
569,機車竊盜,1070919,18-20,臺北市北投區中央南路一段181 - 210號
570,機車竊盜,1070920,15-17,臺北市中山區市民大道2段與中山北路1段西北角人行道上機車停車格
571,機車竊盜,1070920,21-23,臺北市中山區新生北路二段31 - 60號
572,機車竊盜,1070920,12~14,臺北市大安區基隆路3段155巷口
573,機車竊盜,1070920,12~14,臺北市松山區復興北路31 - 60號
574,機車竊盜,1070921,12~14,臺北市松山區基隆路一段1 - 30號
575,機車竊盜,1070921,12~14,臺北市松山區基隆路一段1 - 30號
576,機車竊盜,1070922,09~11,臺北市萬華區堤外便道機車停車格
577,機車竊盜,1070922,03~05,臺北市萬華區康定路331 - 360號
578,機車竊盜,1070923,15-17,臺北市萬華區和平西路361 - 390號
579,機車竊盜,1070925,06~8,臺北市中正區臺北火車站西側
580,機車竊盜,1070925,18-20,臺北市內湖區瑞光路66巷口
581,機車竊盜,1070925,18-20,臺北市士林區福德里中正路247巷
582,機車竊盜,1070925,18-20,臺北市大同區鄭州路143巷
583,機車竊盜,1070926,18-20,臺北市大安區和平東路三段391 - 420號
584,機車竊盜,1070926,15-17,臺北市松山區寧安街7巷1 - 30號
585,機車竊盜,1070927,03~08,臺北市萬華區成都路121 - 150號
586,機車竊盜,1070928,18-20,臺北市大安區敦化南路一段233巷1 - 30號
587,機車竊盜,1070928,06~08,臺北市信義區福德街301 - 330號
588,機車竊盜,1070928,18-20,臺北市松山區民生東路4段75巷1 - 30號
589,機車竊盜,1070928,12~14,臺北市松山區松河街241 - 270號
590,機車竊盜,1070929,21-23,臺北市松山區民生東路4段112巷
591,機車竊盜,1070929,09~11,臺北市大同區延平北路路二段210巷1 - 30號
592,機車竊盜,1070930,21-23,臺北市松山區八德路四段451 - 480號
593,機車竊盜,1070930,15-17,臺北市萬華區平西路三段89巷16弄
594,機車竊盜,1071001,06~08,臺北市中山區龍江路76巷內
595,機車竊盜,1071001,09~11,臺北市南港區忠孝東路6段451 - 480號
596,機車竊盜,1071001,12~14,臺北市士林區福志里中山北路5段740巷1 - 30號
597,機車竊盜,1071001,12~14,臺北市大同區老師里迪化街二段380巷1 - 30號
598,機車竊盜,1071001,18-20,臺北市萬華區和平路3段31 - 60號
599,機車竊盜,1071002,18-20,臺北市中山區中山北路三段55巷停車格
600,機車竊盜,1071002,18-20,臺北市萬華區環河南路二段5巷6弄1 - 30號
601,機車竊盜,1071003,18-20,臺北市內湖區成功路二段211 - 240號
602,機車竊盜,1071003,09~11,臺北市大同區鄭州路121 - 150號
603,機車竊盜,1071003,21-23,臺北市萬華區康定路91 - 120號
604,機車竊盜,1071004,03~05,臺北市文山區羅斯福路5段211巷26弄1 - 30號
605,機車竊盜,1071005,06~08,臺北市南港區南港展覽館站地下
606,機車竊盜,1071005,09~11,臺北市萬華區華西街與貴陽街二段口
607,機車竊盜,1071006,21-23,臺北市北投區中央北路四段511 - 540號
608,機車竊盜,1071006,00-02,新北市信義區六合里松仁路240巷內
609,機車竊盜,1071008,15-17,臺北市大安區金山南路2段13巷1 - 30號
610,機車竊盜,1071008,12~14,臺北市士林區平等里4鄰平菁街61 - 90號
611,機車竊盜,1071009,15-17,臺北市中山區長安東路1段1 - 30號
612,機車竊盜,1071009,12~14,臺北市文山區興得里22鄰興隆路三段192巷8弄1 - 30號
613,機車竊盜,1071009,06~08,臺北市內湖區南京東路六段361 - 390號
614,機車竊盜,1071009,21-23,臺北市大同區民權西路144巷1 - 30號
615,機車竊盜,1071009,12~14,臺北市萬華區康定路31 - 60號
616,機車竊盜,1071010,06~08,臺北市中山區林森北路485巷內
617,機車竊盜,1071010,18-20,臺北市中山區花博博覽會會場周邊
618,機車竊盜,1071010,09~11,臺北市大安區通化街39巷49弄1 - 30號
619,機車竊盜,1071010,18-20,臺北市文山區恆光街22巷1 - 30號
620,機車竊盜,1071010,18-20,臺北市文山區萬壽橋一帶
621,機車竊盜,1071010,06~08,臺北市北投區公館路61 - 90號
622,機車竊盜,1071011,09~11,臺北市中山區中山南路1 - 30號
623,機車竊盜,1071012,06~08,臺北市南港區東明街91 - 120號
624,機車竊盜,1071012,09~11,臺北市大同區重慶北路3段151 - 180號
625,機車竊盜,1071013,21-23,臺北市大安區安和路2段1 - 30號
626,機車竊盜,1071013,18-20,臺北市大安區大安路二段31 - 60號
627,機車竊盜,1071013,12~14,臺北市松山區光復南路與八德路三段西南角
628,機車竊盜,1071013,18-20,臺北市文山區公館街31 - 60號
629,機車竊盜,1071015,12~14,臺北市中山區林森北路241 - 270號
630,機車竊盜,1071015,21-23,臺北市大同區昌吉街211 - 240號
631,機車竊盜,1071015,18-20,臺北市大同區承德路二段與錦西街口
632,機車竊盜,1071016,21-23,臺北市大安區市民大道路3段150巷1 - 30號
633,機車竊盜,1071016,09~11,臺北市士林區福林里中山北路5段505巷42弄
634,機車竊盜,1071016,00-02,臺北市信義區光復南路419巷1 - 30號
635,機車竊盜,1071017,15-17,臺北市文山區興家里25鄰興隆路三段181巷61 - 90號
636,機車竊盜,1071017,15-17,臺北市文山區興家里25鄰興隆路三段181巷61 - 90號
637,機車竊盜,1071017,09~11,臺北市士林區葫蘆里延平北路五段285巷31 - 60號
638,機車竊盜,1071017,03~05,臺北市萬華區廣州街31 - 60號
639,機車竊盜,1071018,12~14,臺北市中山區農安街121 - 150號
640,機車竊盜,1071018,06~08,臺北市北投區明德路150巷31 - 60號
641,機車竊盜,1071018,09~11,臺北市萬華區和平西路三段302巷1 - 30號
642,機車竊盜,1071020,09~11,臺北市文山區溪口街與溪口街1巷口
643,機車竊盜,1071020,15-17,臺北市松山區光復南路31 - 60號
644,機車竊盜,1071022,12~14,臺北市中山區長安東路一段30巷3弄1 - 30號
645,機車竊盜,1071022,00-02,臺北市中山區新生北路三段82巷1 - 30號
646,機車竊盜,1071022,06~08,臺北市大安區和平東路三段606巷
647,機車竊盜,1071022,03~05,臺北市中正區文盛里辛亥路1段1 - 30號
648,機車竊盜,1071022,09~11,臺北市信義區永吉路151 - 180號
649,機車竊盜,1071022,18-20,臺北市信義區松德路61 - 90號
650,機車竊盜,1071024,21-23,臺北市南港區南港路二段86巷
651,機車竊盜,1071025,15-17,臺北市文山區萬隆街31 - 60號
652,機車竊盜,1071025,18-20,臺北市文山區興得里15鄰興隆路3段112巷4弄1 - 30號
653,機車竊盜,1071025,12~14,臺北市南港區忠孝東路七段361 - 390號
654,機車竊盜,1071025,03~05,臺北市士林區舊佳里前街1 - 30號
655,機車竊盜,1071025,21-23,臺北市松山區松河街彩虹橋周邊
656,機車竊盜,1071025,06~08,臺北市大同區重慶北路一段83巷1 - 30號
657,機車竊盜,1071025,18-20,臺北市萬華區柳州街31 - 60號
658,機車竊盜,1071026,00-02,臺北市信義區中坡南路271 - 300號
659,機車竊盜,1071026,09~11,臺北市信義區永吉路181 - 210號
660,機車竊盜,1071026,15-17,臺北市萬華區和德里8鄰西藏路271 - 300號
661,機車竊盜,1071026,09~11,臺北市萬華區德昌街235巷內
662,機車竊盜,1071027,09~11,臺北市大安區辛亥路一段一帶
663,機車竊盜,1071027,03~05,臺北市信義區基隆路二段1 - 30號
664,機車竊盜,1071028,18-20,臺北市萬華區康定路361 - 390號
665,機車竊盜,1071030,21-23,臺北市中山區錦州街301 - 330號
666,機車竊盜,1071030,18-20,臺北市松山區南京東路三段303巷7弄
667,機車竊盜,1071101,09~11,臺北市中山區南京東路2段121 - 150號
668,機車竊盜,1071101,09~11,臺北市文山區羅斯福路六段301 - 330號
669,機車竊盜,1071101,15-17,臺北市內湖區南京東路六段與舊宗
670,機車竊盜,1071101,21-23,臺北市萬華區昆明街211 - 240號
671,機車竊盜,1071102,09~11,臺北市中山區民權西路12巷1 - 30號
672,機車竊盜,1071102,15-17,臺北市北投區知行路292巷6弄
673,機車竊盜,1071102,09~11,臺北市北投區洲美街271 - 300號
674,機車竊盜,1071102,18-20,臺北市信義區福德街251巷7弄31 - 60號
675,機車竊盜,1071102,00-02,臺北市信義區虎林街1 - 30號
676,機車竊盜,1071102,21-23,臺北市大同區重慶北路3段271 - 300號
677,機車竊盜,1071103,12~14,臺北市建國南路2段123巷與信義路3段134巷口
678,機車竊盜,1071104,15-17,臺北市大同區民權西路292巷1 - 30號
679,機車竊盜,1071104,21-23,臺北市萬華區和平西路3段61 - 90號
680,機車竊盜,1071105,21-23,臺北市松山區敦化北路165巷1 - 30號
681,機車竊盜,1071107,12~14,臺北市松山區民權東路三段121 - 150號
682,機車竊盜,1071108,18-20,臺北市中正區襄陽路1 - 30號
683,機車竊盜,1071110,15-17,臺北市大安區辛亥路三段21巷內
684,機車竊盜,1071110,12~14,臺北市中正區延平南路附近
685,機車竊盜,1071110,18-20,臺北市信義區忠孝東路5段790巷68弄1 - 30號
686,機車竊盜,1071112,21-23,臺北市文山區興隆路1段61 - 90號
687,機車竊盜,1071112,09~11,臺北市大同區酒泉街121 - 150號
688,機車竊盜,1071112,18-20,臺北市萬華區環河南路2段280巷1 - 30號
689,機車竊盜,1071113,00-02,臺北市中正區市民大道二段M2出口
690,機車竊盜,1071113,06~08,臺北市南港區玉成街1 - 30號
691,機車竊盜,1071113,12~14,臺北市石牌路一段61 - 90號
692,機車竊盜,1071113,15-17,臺北市大同區迪化街280巷1 - 30號
693,機車竊盜,1071114,15-17,臺北市中山區濱江街180巷1 - 30號
694,機車竊盜,1071114,12~14,臺北市南港區玉成街42巷1 - 30號
695,機車竊盜,1071115,09~11,臺北市內湖區安康路226巷口
696,機車竊盜,1071116,06~08,臺北市南港區忠孝東路7段
697,機車竊盜,1071116,03~05,臺北市信義區吳興街269巷18弄1 - 30號
698,機車竊盜,1071118,03~05,臺北市信義區中坡里福德街165巷1 - 30號
699,機車竊盜,1071118,00-02,臺北市信義區信義路6段76巷8弄1 - 30號
700,機車竊盜,1071119,09~11,臺北市中山區新生北路3段68巷口
701,機車竊盜,1071119,09~11,臺北市大安區和平東路2段265巷1 - 30號
702,機車竊盜,1071119,12~14,臺北市文山區木柵路四段121 - 150號
703,機車竊盜,1071119,06~08,臺北市松山區八德路4段624巷
704,機車竊盜,1071119,00-02,臺北市萬華區西園路2段91 - 120號
705,機車竊盜,1071121,21-23,臺北市大安區延吉街131巷1 - 30號
706,機車竊盜,1071121,09~11,臺北市信義區吳興街31 - 60號
707,機車竊盜,1071121,21-23,臺北市萬華區武成街76巷1 - 30號
708,機車竊盜,1071121,00-02,臺北市大安區師大路86巷口
709,機車竊盜,1071122,06~08,臺北市中山區林森北路399巷1 - 30號
710,機車竊盜,1071122,00-02,臺北市萬華區環南堤外停車場近華翠橋(驛車房)
711,機車竊盜,1071122,09~11,臺北市萬華區堤外華翠橋下停車場
712,機車竊盜,1071122,12~14,臺北市萬華區洛陽停車場附近
713,機車竊盜,1071123,18-20,臺北市中正區市民大道逸仙公園旁
714,機車竊盜,1071123,18-20,臺北市士林區三腳渡第一停車場
715,機車竊盜,1071123,03~05,臺北市萬華區堤外便道
716,機車竊盜,1071123,21-23,臺北市萬華區桂林路246巷的環快橋下的機車停格
717,機車竊盜,1071124,18-20,臺北市中正區羅斯福路3段211 - 240號
718,機車竊盜,1071125,06~08,臺北市大同區民權西路292巷1 - 30號
719,機車竊盜,1071126,12~14,臺北市萬華區萬大路211 - 240號
720,機車竊盜,1071126,00-02,臺北市萬華區青年路30巷1 - 30號
721,機車竊盜,1071127,09~11,臺北市大同區赤峰街附近
722,機車竊盜,1071127,15-17,臺北市萬華區開封街二段與漢中街口機車格內
723,機車竊盜,1071129,00-02,臺北市中正區開封街一段1 - 30號
724,機車竊盜,1071129,06~08,臺北市信義區虎林街57之1 - 30號
725,機車竊盜,1071130,12~14,臺北市中山區市民大道與中山北路一段口
726,機車竊盜,1071130,18-20,臺北市大安區安和路2段71巷1 - 30號
727,機車竊盜,1071130,21-23,臺北市南港區研究院路一段1 - 30號
728,機車竊盜,1071201,09~11,臺北市中山區錦州街451 - 480號
729,機車竊盜,1071201,18-20,臺北市中山區農安街241 - 270號
730,機車竊盜,1071201,06~08,臺北市大安區復興南路二段148巷1 - 30號
731,機車竊盜,1071203,12~14,臺北市大安區通化街19巷1 - 30號
732,機車竊盜,1071204,00-02,臺北市松山區民權東路3段121 - 150號
733,機車竊盜,1071204,06~08,臺北市松山區南京東路四段52巷16弄
734,機車竊盜,1071205,06~08,臺北市萬華區和平西路三段300-7前
735,機車竊盜,1071206,09~11,臺北市中正區河堤里1鄰汀州路2段151 - 180號
736,機車竊盜,1071206,12~14,臺北市北投區大業路31 - 60號
737,機車竊盜,1071206,18-20,臺北市信義區永吉路一帶
738,機車竊盜,1071206,21-23,臺北市萬華區漢口街二段53巷內靠近開封街二段
739,機車竊盜,1071207,21-23,臺北市大安區安和路1段127巷1 - 30號
740,機車竊盜,1071208,09~11,臺北市大安區芳蘭路61 - 90號
741,機車竊盜,1071208,03~05,臺北市大安區信義路4段391 - 420號
742,機車竊盜,1071208,18-20,臺北市武昌街上
743,機車竊盜,1071208,15-17,臺北市大同區哈密街23巷1 - 30號
